...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
438,1.00451571413701,0.317164781881691,GA,2023-05-17,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
439,2.25468345249135,0.223764738068715,GA,2023-05-18,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
440,1.52229113154686,0.1824046706488915,GA,2023-05-19,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
441,NA,NA,GA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,1.26570125208403,0.4134336308675495,GA,2023-05-21,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
443,0.582719813127181,0.2675386237245075,GA,2023-05-22,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
444,0.956676186082337,0.3225781931236915,GA,2023-05-23,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
445,0.608810230114888,0.1624103140260475,GA,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,NA,NA,GA,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,1.86609493909636,0.547225421537105,GA,2023-05-26,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
448,1.60971611757015,0.1885867834134585,GA,2023-05-27,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
449,0.953158894162386,0.3331218579378735,GA,2023-05-28,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
450,0.935164670292336,0.66193029628886,GA,2023-05-29,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
451,0.792023179872363,0.419858911548706,GA,2023-05-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
452,0.969395465009919,0.476949380614073,GA,2023-05-31,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
453,0.814831232276987,0.353426693897504,GA,2023-06-01,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
454,1.11721531644718,0.3782058813826435,GA,2023-06-02,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
455,1.08596968088988,0.3282889923978735,GA,2023-06-03,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
456,NA,NA,GA,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,1.31516939712211,0.38381166540455,GA,2023-06-05,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
458,1.18134636914209,0.549895143616855,GA,2023-06-06,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
459,1.08527765815175,0.342564617627842,GA,2023-06-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
460,1.43973702117123,0.403944684974824,GA,2023-06-08,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
461,1.06441630618394,0.324596850046265,GA,2023-06-09,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
462,NA,NA,GA,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,0.329949195773543,0.0387046582396613,HI,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
464,NA,NA,HI,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,1.54598044473778,0.537906223317,HI,2023-05-02,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0
466,0.211719578485814,0.04697206198858175,HI,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,1.09263808591547,0.77627974388168,HI,2023-05-04,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
468,NA,NA,HI,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,0.896818170609384,0.62909358138532,HI,2023-05-07,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
471,1.05992543116038,0.752220521020325,HI,2023-05-08,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
472,0.519395082514685,0.254073125832924,HI,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473,0.507969644963371,0.2499484700953415,HI,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
474,NA,NA,HI,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,0.130403783937073,0.0931977831168715,HI,2023-05-14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
478,NA,NA,HI,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,1.01078248565398,0.713590262542465,HI,2023-05-16,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
480,0.775899927006993,0.546207144143295,HI,2023-05-17,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
481,NA,NA,HI,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,0.19051514352068,0.131354165138751,HI,2023-05-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
484,NA,NA,HI,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,0.217618574722203,0.1624103140260475,HI,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
488,NA,NA,HI,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,0.943441457288115,0.450872835607737,HI,2023-06-02,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
497,NA,NA,HI,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.181927566403672,0.0387046582396613,IA,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,1.04399116120553,0.25392454956198,IA,2023-05-01,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
507,0.864283478909632,0.2288036753882825,IA,2023-05-02,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
508,1.1283302979734,0.151899445697138,IA,2023-05-03,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
509,0.50698371505569,0.170956321952874,IA,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
510,0.891012518136289,0.232911246473558,IA,2023-05-05,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
511,0.0764953630362779,0.056905738773725,IA,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,1.03367434647127,0.728640574600735,IA,2023-05-07,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
513,0.908342982882717,0.2364781490432955,IA,2023-05-08,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
514,0.785238237020747,0.2842714920603305,IA,2023-05-09,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
515,0.90384513933963,0.407446186934476,IA,2023-05-10,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
516,0.318194596989886,0.077765256965981,IA,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
517,0.121193307994191,0.082652570808454,IA,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518,0.820653365737003,0.5784058073956,IA,2023-05-13,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
519,0.808109362145711,0.57016814580159,IA,2023-05-14,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
520,0.721616780312123,0.09886729505853,IA,2023-05-15,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
521,0.420733793669345,0.104808101049444,IA,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
522,1.94927222800235,0.45131507639199,IA,2023-05-17,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0
523,0.934163720894885,0.312303403380341,IA,2023-05-18,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
524,NA,NA,IA,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,1.13302668528187,0.271749937723816,IA,2023-05-20,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
526,0.742425782813185,0.2332120675974905,IA,2023-05-21,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
527,0.969769316523025,0.68463807497115,IA,2023-05-22,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
528,NA,NA,IA,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,0.595262718874589,0.1624103140260475,IA,2023-05-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
530,0.548400624758014,0.3310787912761315,IA,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
531,NA,NA,IA,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,NA,NA,IA,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,1.45580758630649,0.475437737134655,IA,2023-05-28,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
534,NA,NA,IA,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,0.526834984193307,0.3730999133504825,IA,2023-05-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
536,0.509125678705745,0.3616291226483855,IA,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
537,0.327189196941305,0.237186298317365,IA,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
538,0.945442062113858,0.450872835607737,IA,2023-06-02,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
539,0.36003123808202,0.25812278944295,IA,2023-06-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
540,NA,NA,IA,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,0.638857501479581,0.3645081409442025,IA,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
542,0.925232804002382,0.652055580049315,IA,2023-06-06,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
543,NA,NA,IA,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,0.436501145368219,0.3132301966743655,IA,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
545,NA,NA,IA,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,NA,NA,IA,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,NA,NA,ID,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,0.225695804583143,0.0500871093438825,ID,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
552,NA,NA,ID,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.89932898024532,0.106973522548684,IL,2023-04-30,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1
590,1.80133706382438,0.1834381045322855,IL,2023-05-01,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
591,2.06299349226737,0.2306849690338375,IL,2023-05-02,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0
592,2.82599465218179,0.1255578693760115,IL,2023-05-03,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
593,1.18056608119259,0.178565360105905,IL,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
594,4.36187105615614,0.105510140103526,IL,2023-05-05,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
595,1.45748919173647,0.223220101322536,IL,2023-05-06,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
596,1.23775288873318,0.0606258488037525,IL,2023-05-07,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
597,2.68693093423873,0.117460678587058,IL,2023-05-08,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
598,2.32135524138236,0.2216699441925595,IL,2023-05-09,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0
599,3.21275784484889,0.2090638285389215,IL,2023-05-10,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0
600,1.06426574279633,0.223318556631443,IL,2023-05-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
601,1.62212441184059,0.324788239991397,IL,2023-05-12,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
602,0.557100881368608,0.210447486444044,IL,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
603,0.545035300471421,0.21161303477565,IL,2023-05-14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
604,1.03880439723437,0.2742766261183285,IL,2023-05-15,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
605,1.43038240738898,0.419750070112302,IL,2023-05-16,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1
606,0.831956788551232,0.316612153559347,IL,2023-05-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
607,0.67447216711201,0.270369060376327,IL,2023-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
608,2.82875444800576,0.4111757761430445,IL,2023-05-19,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
609,0.722664577341743,0.3125215527248565,IL,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
610,0.653312492423238,0.224401768018166,IL,2023-05-21,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
611,2.87961023992167,0.1786097570146395,IL,2023-05-22,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
612,2.56589876230321,0.310753941810045,IL,2023-05-23,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
613,2.80314311897286,0.3630616502015275,IL,2023-05-24,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
614,1.52693145222685,0.170868594608111,IL,2023-05-25,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
615,0.930773196790906,0.256114962359862,IL,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
616,0.686443308619495,0.1885867834134585,IL,2023-05-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
617,0.557778029728681,0.3366353813812925,IL,2023-05-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
618,0.849315543096022,0.59962322786191,IL,2023-05-29,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
619,1.65827524937453,0.3324099210831705,IL,2023-05-30,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
620,1.27264367612679,0.341428097939713,IL,2023-05-31,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
621,0.922963425968967,0.3879450710923415,IL,2023-06-01,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
622,1.73771046871763,0.428540558682725,IL,2023-06-02,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
623,0.736074799347676,0.376270581294799,IL,2023-06-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
624,0.380112519124646,0.268859087489895,IL,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625,2.03650963374598,0.3509476610849385,IL,2023-06-05,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0
626,1.07161631608166,0.391801632951777,IL,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
627,1.60935285547514,0.30195617682938253,IL,2023-06-07,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
628,1.3106582132026,0.3573079790385765,IL,2023-06-08,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
629,1.16888608622291,0.3766362609281305,IL,2023-06-09,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
630,1.61892476341344,0.52105871518574,IL,2023-06-10,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0
631,0.0543465017807065,0.0387046582396613,IN,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,0.552010265865912,0.25392454956198,IN,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
633,0.790057584622506,0.223270010484891,IN,2023-05-02,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
634,NA,NA,IN,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,0.574802363273162,0.259436634458401,IN,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
636,1.26759940078275,0.487683648135997,IN,2023-05-05,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0
637,0.558910522874746,0.2570768381727375,IN,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
638,0.266553610557705,0.0606258488037525,IN,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
639,1.1150741414848,0.293076851461617,IN,2023-05-08,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
640,0.830083149569972,0.3920431274544585,IN,2023-05-09,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
641,0.556339566791025,0.073126158117945,IN,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
642,0.103580876143386,0.077765256965981,IN,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
643,0.113484274304649,0.082652570808454,IN,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,0.116034978169414,0.0877947127935255,IN,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
645,0.130632886534266,0.0931977831168715,IN,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
646,NA,NA,IN,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,1.01137888779725,0.714705755196455,IN,2023-05-16,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
648,0.149897940070761,0.111024319731846,IN,2023-05-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
649,0.168005714365433,0.1175192650438975,IN,2023-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
650,0.178196410013983,0.124295378408785,IN,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651,1.38207825684031,0.3560898556792555,IN,2023-05-20,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0
652,0.648231481437032,0.224401768018166,IN,2023-05-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
653,0.96996170613618,0.68463807497115,IN,2023-05-22,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
654,NA,NA,IN,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,NA,NA,IN,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,NA,NA,IN,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,0.590135027688401,0.4204028359587765,IN,2023-05-26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
