...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
1123,NA,NA,MT,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,0.337617395657983,0.2778924831836235,MT,2023-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1127,NA,NA,MT,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,NA,NA,NC,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,1.23790934620474,0.338357019721855,NC,2023-10-23,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0
1137,0.570002727936779,0.3259765682836385,NC,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
1138,0.906552390072241,0.352740150236008,NC,2023-10-25,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1139,0.906738352918359,0.2540280729778975,NC,2023-10-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1140,0.972791483717774,0.4330483286543805,NC,2023-10-27,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1141,0.237068805408383,0.1681800924406905,NC,2023-10-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1142,NA,NA,NC,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,3.45263809706238,0.390416571412154,NC,2023-10-30,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0
1144,1.5407796319413,0.3714919328155,NC,2023-10-31,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0
1145,1.03715228955222,0.3619085337990535,NC,2023-11-01,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
1146,1.96290462700131,0.4042167320916475,NC,2023-11-02,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0
1147,3.14766168869242,0.52081521739905,NC,2023-11-03,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0
1148,0.720195093453634,0.3780005959906155,NC,2023-11-04,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
1149,0.229577659604437,0.1625134621140605,NC,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1150,0.941357752990215,0.315736949298835,NC,2023-11-06,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1151,0.753966260640532,0.3007217987324205,NC,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1152,1.62417403119678,0.3169473289808775,NC,2023-11-08,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
1153,2.19022365303902,0.462869740789638,NC,2023-11-09,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0
1154,2.39856575047378,0.3647225300399305,NC,2023-11-10,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
1155,0.757046423805928,0.53758061097875,NC,2023-11-11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1156,0.720166930225755,0.50199730035185,NC,2023-11-12,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1157,3.01754468625918,0.4103973677396385,NC,2023-11-13,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0
1158,1.24792963935754,0.2886725994415825,NC,2023-11-14,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1
1159,1.18226363390562,0.4585081893752875,NC,2023-11-15,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0
1160,0.843229028771811,0.4095698251088055,NC,2023-11-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
1161,3.1006966442851,0.408554576364699,NC,2023-11-17,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1162,0.318746653224441,0.211067448428941,NC,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1163,NA,NA,NC,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,2.25102779698691,0.3189450725959615,NC,2023-11-20,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
1165,3.00169802378059,0.39864437506292,NC,2023-11-21,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1
1166,0.975173236620976,0.258987728299323,NC,2023-11-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
1167,0.437901895667881,0.2744894843367465,NC,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1168,2.06665614279623,0.422090914288487,NC,2023-11-24,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0
1169,0.779251641397986,0.533855920923035,NC,2023-11-25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1170,NA,NA,NC,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,5.40726636666209,0.500297344025035,NC,2023-11-27,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1
1172,3.1071297595916,0.43913175922192,NC,2023-11-28,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1173,2.6432867872221,0.4892146356790405,NC,2023-11-29,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1174,3.50704516476239,0.4630647672724435,NC,2023-11-30,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0
1175,2.0487441793426,0.4203982405567765,NC,2023-12-01,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0
1176,1.95096679171765,0.52964954365021,NC,2023-12-02,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
1177,NA,NA,ND,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,1.26604664990074,0.60584270628439,ND,2023-10-23,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
1179,0.64410416083865,0.455816170398765,ND,2023-10-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1180,NA,NA,ND,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,NA,NA,ND,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,0.565965034339431,0.3369333648258255,ND,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1183,NA,NA,ND,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,NA,NA,ND,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,0.224999624006545,0.1646052728668715,ND,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1187,0.233083806147146,0.163747252219566,ND,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1188,1.70032641291837,0.52671568743093,ND,2023-11-02,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
1189,0.844608206018909,0.599911450184645,ND,2023-11-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1190,NA,NA,ND,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,0.236390902155662,0.1625134621140605,ND,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1192,3.62870109549479,0.578390167547675,ND,2023-11-06,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
1193,1.29545197802431,0.4763546323146895,ND,2023-11-07,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1
1194,1.12631100460133,0.547066145264885,ND,2023-11-08,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1195,0.764722124469611,0.552988964999275,ND,2023-11-09,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
1196,NA,NA,ND,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,0.265344478308934,0.1779925685046695,ND,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1200,1.95566195426135,0.441942553540026,ND,2023-11-14,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1
1201,4.09420718044269,0.452708468853276,ND,2023-11-15,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
1202,1.00589459056294,0.333447059420191,ND,2023-11-16,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
1203,1.4510931994805,0.554819472436745,ND,2023-11-17,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0
1204,NA,NA,ND,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,0.768389335849899,0.540324979482795,ND,2023-11-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1206,1.42181757281555,0.4297515321493,ND,2023-11-20,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1
1207,0.930599327642452,0.2449290883819115,ND,2023-11-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
1208,0.77623713214637,0.538674220298225,ND,2023-11-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1209,NA,NA,ND,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,NA,NA,ND,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,ND,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,0.945686702046593,0.642620255747255,ND,2023-11-28,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1215,2.74742711139352,0.52263498414602,ND,2023-11-29,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1216,1.44731698840358,0.640892704697665,ND,2023-11-30,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0
1217,0.991597943285068,0.67177024981379,ND,2023-12-01,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1218,1.55653717502845,0.4698082526095425,ND,2023-12-02,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1219,NA,NA,NE,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,NE,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,NE,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,NE,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,NE,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,NE,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NE,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,NA,NA,NE,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,NE,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,NE,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,NE,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NE,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NE,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,NE,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,NE,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,NA,NA,NH,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,NA,NA,NH,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,NA,NA,NH,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,NA,NA,NH,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NH,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,NA,NA,NH,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,0.870447245436141,0.61841521418135,NH,2023-10-30,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1270,NA,NA,NH,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,0.232178214493182,0.163747252219566,NH,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1272,NA,NA,NH,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,NH,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,NA,NA,NH,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,NA,NA,NH,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,0.228530307184983,0.1628901159411445,NH,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1277,NA,NA,NH,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,NA,NA,NH,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,NA,NA,NH,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NH,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,NH,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,NA,NA,NH,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,NA,NA,NH,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,NA,NA,NH,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,NA,NA,NH,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,NA,NA,NH,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,NA,NH,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,0.499522150495136,0.3899627581828865,NH,2023-11-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1290,0.735551565634251,0.517730750591235,NH,2023-11-20,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1291,0.872470900255964,0.614434009335175,NH,2023-11-21,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1292,NA,NA,NH,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,NA,NA,NH,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,NA,NA,NH,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,NA,NA,NH,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,0.528785043269297,0.329503171479473,NH,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1297,1.50406852492791,0.427996130129586,NH,2023-11-27,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0
1298,0.897203770030474,0.604306254996335,NH,2023-11-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1299,0.630928032042944,0.3957962393918715,NH,2023-11-29,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
1300,NA,NA,NH,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,NA,NA,NH,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,NA,NA,NH,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,1.27617658868446,0.513968784286045,NJ,2023-10-22,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
1304,2.63160807093661,0.4091502868768755,NJ,2023-10-23,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1305,2.31837915081138,0.4035075354069095,NJ,2023-10-24,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
1306,1.20397555090923,0.290549082692098,NJ,2023-10-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0
