...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
445,2.84963859332146,0.400345109381228,GA,2023-08-16,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1
446,2.45603610296447,0.365151401728101,GA,2023-08-17,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1
447,2.68272411485259,0.422515712182274,GA,2023-08-18,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
448,1.35814227683772,0.319924290269008,GA,2023-08-19,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
449,1.18085910806112,0.3784142670118095,GA,2023-08-20,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
450,2.5561644397731,0.3934333892270565,GA,2023-08-21,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
451,1.27548784863174,0.3846908109108665,GA,2023-08-22,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
452,2.80345108025002,0.382132892016046,GA,2023-08-23,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0
453,1.22536698018287,0.386250879320348,GA,2023-08-24,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
454,0.868646420237233,0.39751940118736,GA,2023-08-25,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
455,NA,NA,GA,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,0.755827323314904,0.393092145777363,GA,2023-08-27,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
457,1.71205848832822,0.400460939960775,GA,2023-08-28,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
458,3.05814601937017,0.4061374176701375,GA,2023-08-29,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
459,1.06330973831638,0.4173649973988535,GA,2023-08-30,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
460,0.785813780409676,0.342401373313195,GA,2023-08-31,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
461,1.11654776365975,0.470030633320278,GA,2023-09-01,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
462,NA,NA,GA,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,NA,NA,HI,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,0.604220764728143,0.4261690035187135,HI,2023-08-01,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
473,NA,NA,HI,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,0.576864910541943,0.4117537685666265,HI,2023-08-04,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
476,NA,NA,HI,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,0.698044387640344,0.489004666530376,HI,2023-08-09,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
481,NA,NA,HI,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,0.508307909957987,0.360138466953323,HI,2023-08-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
486,0.646873290179539,0.4594393809721405,HI,2023-08-15,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
487,NA,NA,HI,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2023-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2023-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,0.6751434899581,0.476144416397427,HI,2023-08-24,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
496,NA,NA,HI,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2023-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.821886093493736,0.5779796091654,IA,2023-07-23,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
506,0.735403780462583,0.52105525468187,IA,2023-07-24,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
507,NA,NA,IA,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,0.956327422676069,0.3433711111515635,IA,2023-07-26,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
509,1.03478847406396,0.50833248359946,IA,2023-07-27,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0
510,NA,NA,IA,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,1.99105546260406,0.430453504569336,IA,2023-07-29,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
512,1.53651868988884,0.4301373017635515,IA,2023-07-30,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
513,1.52186703842553,0.4744926947593065,IA,2023-07-31,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
514,1.52174453032814,0.4145735851224395,IA,2023-08-01,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0
515,1.33984712235911,0.361470596176958,IA,2023-08-02,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
516,1.51195306389605,0.3986397517665715,IA,2023-08-03,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
517,0.606094551489569,0.355106811180311,IA,2023-08-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
518,1.70385808495333,0.3997496201135915,IA,2023-08-05,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
519,0.593377028964525,0.350480310043619,IA,2023-08-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
520,0.994340517480681,0.38779920962445,IA,2023-08-07,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
521,2.87141914118636,0.377700834816537,IA,2023-08-08,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
522,3.25970567205556,0.4513503351187415,IA,2023-08-09,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
523,1.47776285031501,0.3862762859800295,IA,2023-08-10,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
524,1.95898536912745,0.368830934633246,IA,2023-08-11,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
525,1.54283352505462,0.4620747066360855,IA,2023-08-12,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
526,1.55665191949081,0.3890784069792265,IA,2023-08-13,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
527,3.00743195103244,0.389639274269846,IA,2023-08-14,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
528,2.07202762875205,0.3998039928062375,IA,2023-08-15,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0
529,1.62897940699857,0.3900339839297925,IA,2023-08-16,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
530,1.06672094276305,0.408765457691116,IA,2023-08-17,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
531,0.484042310377537,0.338240155007231,IA,2023-08-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
532,1.32800376292643,0.3857799871787735,IA,2023-08-19,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
533,1.62397272027333,0.395316240725428,IA,2023-08-20,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0
534,2.31169781182521,0.41234524475029,IA,2023-08-21,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
535,2.36743549019043,0.397690934037712,IA,2023-08-22,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
536,1.40300579777664,0.4044121356291045,IA,2023-08-23,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
537,1.13183673986542,0.36950806041091,IA,2023-08-24,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
538,0.964186186807231,0.3958079636583455,IA,2023-08-25,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
539,1.11234161002225,0.392867028484869,IA,2023-08-26,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
540,2.94660074487669,0.3975068199842325,IA,2023-08-27,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
541,6.9155649193342,0.42267339948719,IA,2023-08-28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
542,2.84931433698675,0.3960512485470525,IA,2023-08-29,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
543,1.55434641163665,0.419225552059239,IA,2023-08-30,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0
544,1.93665322364846,0.386419086410064,IA,2023-08-31,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1
545,1.89549538998933,0.427153979214843,IA,2023-09-01,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0
546,1.55611666842896,0.2744784459596295,IA,2023-09-02,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
547,NA,NA,ID,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.851340763956152,0.423457811271648,IL,2023-07-23,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
590,2.64478088789835,0.364000298020729,IL,2023-07-24,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0
591,2.35373933762118,0.407372878751322,IL,2023-07-25,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
592,2.54794423297746,0.4443302652474345,IL,2023-07-26,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0
593,2.28534867568844,0.4735905320063925,IL,2023-07-27,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1
594,3.16096136344618,0.43657649926418,IL,2023-07-28,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
595,2.24205405420151,0.433007909652523,IL,2023-07-29,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0
596,1.19834279190739,0.4058541617029985,IL,2023-07-30,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0
597,2.21942511342393,0.402735738498606,IL,2023-07-31,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0
598,1.51841487833837,0.391798074631384,IL,2023-08-01,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
599,3.62973114422215,0.4534498531465855,IL,2023-08-02,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0
600,1.68794467661827,0.415155120269416,IL,2023-08-03,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
601,2.28568785217371,0.4238337850008955,IL,2023-08-04,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0
602,1.72240355423884,0.452943315004134,IL,2023-08-05,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0
603,2.24283161424733,0.431771686210395,IL,2023-08-06,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0
604,2.79252232804348,0.4240279979729915,IL,2023-08-07,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0
605,2.21788655765841,0.403563487598898,IL,2023-08-08,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0
606,1.45571415383951,0.392254222326851,IL,2023-08-09,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
607,1.32420067674385,0.3999349540182225,IL,2023-08-10,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
608,1.79945748808751,0.4159288085069975,IL,2023-08-11,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0
609,1.61190147204469,0.389016101532334,IL,2023-08-12,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1
610,1.25627042627669,0.3835379369778925,IL,2023-08-13,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
611,1.78423699771123,0.4403770261282155,IL,2023-08-14,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
612,2.78483915697518,0.475693509883157,IL,2023-08-15,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
613,2.78604226212825,0.4413739938792395,IL,2023-08-16,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
614,5.58628096390617,0.4699733334942895,IL,2023-08-17,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
615,1.78172334173142,0.4129043119825115,IL,2023-08-18,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
616,1.57741539595642,0.4197604121450695,IL,2023-08-19,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
617,2.25004401402743,0.4604431264455535,IL,2023-08-20,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
618,2.26620339738804,0.4314631869861115,IL,2023-08-21,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1
619,3.52614408410474,0.457070196747713,IL,2023-08-22,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
620,1.90314350905113,0.400135565949067,IL,2023-08-23,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
621,4.88453849621257,0.4447409124086895,IL,2023-08-24,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
622,3.11628259518416,0.36191204726955,IL,2023-08-25,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1
623,2.49109838733231,0.426026885420903,IL,2023-08-26,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
624,2.21408149789888,0.4008819340126825,IL,2023-08-27,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
625,2.11033562492183,0.3855071020372555,IL,2023-08-28,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
626,1.51088862893672,0.41012561303396,IL,2023-08-29,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
627,5.24764885859418,0.450183896293143,IL,2023-08-30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
628,1.27657487539379,0.3845132118964515,IL,2023-08-31,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
629,1.54915806626889,0.460607866902099,IL,2023-09-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
630,1.55104471902755,0.340572418203346,IL,2023-09-02,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
631,NA,NA,IN,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.58752006222468,0.416906336987788,IN,2023-07-24,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
633,0.845343854052324,0.4397906423717135,IN,2023-07-25,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0
634,0.602903113675971,0.426774450291125,IN,2023-07-26,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
635,NA,NA,IN,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,0.422739970858997,0.298655899073772,IN,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
640,0.417507889798098,0.2984212212409995,IN,2023-08-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
641,0.743618494494529,0.523708393775465,IN,2023-08-02,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
642,1.27537282866699,0.507540583831585,IN,2023-08-03,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1
643,0.989693766764828,0.298459853793996,IN,2023-08-04,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
644,0.931041985571682,0.334758230337669,IN,2023-08-05,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
645,0.419344868352309,0.299108312916581,IN,2023-08-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
646,0.554320126040114,0.396817114498615,IN,2023-08-07,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
647,3.17951570158816,0.501099181114235,IN,2023-08-08,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0
648,0.942373864709851,0.4729158673730915,IN,2023-08-09,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0
649,0.984566790351405,0.3481245035306235,IN,2023-08-10,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
650,NA,NA,IN,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.958994943393337,0.47896893960703,IN,2023-08-14,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
654,NA,NA,IN,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,0.524581817609691,0.329595947035785,IN,2023-08-16,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
656,1.52111917363085,0.3823236699208275,IN,2023-08-17,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
657,0.447544612030947,0.3136294889956585,IN,2023-08-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,0.866704934824285,0.3213421262058825,IN,2023-08-19,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
659,0.45208798522204,0.31784049003491,IN,2023-08-20,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
660,1.18770896801241,0.4622467490508145,IN,2023-08-21,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0
661,0.830990051782378,0.4301451787785685,IN,2023-08-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
662,2.18207994489983,0.4993082000651455,IN,2023-08-23,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
663,1.11778507960433,0.3772485083919715,IN,2023-08-24,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
664,0.946905550008574,0.4253959028969465,IN,2023-08-25,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
