...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
440,2.35229413940863,0.4135186143519735,GA,2024-07-26,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
441,2.77648397898624,0.412506077930142,GA,2024-07-27,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0
442,2.58810312033395,0.4285574447381395,GA,2024-07-28,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
443,6.44965516070037,0.4403374292135125,GA,2024-07-29,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
444,2.8621035332511102,0.44076886585539,GA,2024-07-30,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
445,2.28567004548454,0.418582510987302,GA,2024-07-31,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
446,3.44834381639926,0.4367961944555985,GA,2024-08-01,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
447,2.87863515631285,0.4139427497817125,GA,2024-08-02,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
448,1.32891276307542,0.40197671859739,GA,2024-08-03,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
449,1.14442445021742,0.4791697426137075,GA,2024-08-04,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
450,4.77372696991216,0.4523466631191145,GA,2024-08-05,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0
451,3.19403141291555,0.4325557479502935,GA,2024-08-06,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1
452,4.96659666476831,0.413921258244984,GA,2024-08-07,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
453,4.9454677437194,0.4557895099227135,GA,2024-08-08,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
454,5.66264137045344,0.4606478766948835,GA,2024-08-09,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
455,0.931522814211402,0.3568078532893565,GA,2024-08-10,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
456,2.21655811940703,0.460620871987843,GA,2024-08-11,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0
457,2.80873420126699,0.4170044698666535,GA,2024-08-12,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
458,2.87798657851139,0.446386880306687,GA,2024-08-13,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0
459,1.90987049324031,0.4566893530309275,GA,2024-08-14,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
460,2.23682774705804,0.4649231431416125,GA,2024-08-15,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
461,2.03575880571745,0.54171447099687,GA,2024-08-16,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
462,0.826499639706583,0.58620815988875,GA,2024-08-17,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
463,NA,NA,HI,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.753382752323657,0.3973671954933915,IA,2024-07-07,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
506,1.73815581646753,0.4014624508263385,IA,2024-07-08,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1
507,1.6585444753561,0.367895352214825,IA,2024-07-09,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
508,1.21698973771182,0.4106281438995795,IA,2024-07-10,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
509,1.04603951559068,0.406117554473819,IA,2024-07-11,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
510,1.60841141450165,0.3897668970091105,IA,2024-07-12,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0
511,0.619620136169868,0.4458267042132655,IA,2024-07-13,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
512,2.98267111536319,0.3683120930212995,IA,2024-07-14,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1
513,1.43897151716774,0.397744813264246,IA,2024-07-15,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
514,1.45940546656354,0.395806107170233,IA,2024-07-16,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
515,1.11031820466103,0.346007052609282,IA,2024-07-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
516,1.04179377994566,0.3866875871323325,IA,2024-07-18,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
517,1.7618500906049,0.344483988246962,IA,2024-07-19,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
518,0.754004684188436,0.393589202774145,IA,2024-07-20,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
519,1.65718211296252,0.3823663453088245,IA,2024-07-21,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
520,2.99326281650018,0.3738279316435065,IA,2024-07-22,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1
521,1.88358642838862,0.4035965028710475,IA,2024-07-23,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0
522,1.35864216846358,0.432832642132005,IA,2024-07-24,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
523,3.98311310734759,0.415358246978637,IA,2024-07-25,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
524,1.30035648082639,0.4092389327395025,IA,2024-07-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
525,1.86360413344669,0.40220905240558,IA,2024-07-27,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
526,3.08160117495746,0.445101789504747,IA,2024-07-28,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1
527,3.25838661886475,0.358928633081126,IA,2024-07-29,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
528,2.34715159528748,0.36568042574385,IA,2024-07-30,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0
529,2.56370591813149,0.4241312026167685,IA,2024-07-31,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
530,2.507141774152,0.4267440203756125,IA,2024-08-01,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
531,2.19980440533921,0.45890909775583,IA,2024-08-02,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
532,0.71858528798686,0.4980610844096045,IA,2024-08-03,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
533,4.22340036956863,0.401392242428621,IA,2024-08-04,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
534,3.35953384364867,0.386504358549278,IA,2024-08-05,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
535,1.07479828533486,0.3868481643197555,IA,2024-08-06,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
536,1.41991553589963,0.4414130408765025,IA,2024-08-07,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
537,1.4760786206195,0.397235248870209,IA,2024-08-08,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
538,0.713564945810825,0.3424154427196,IA,2024-08-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
539,2.11009058883586,0.4073769774982325,IA,2024-08-10,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
540,1.43500089827142,0.3718115047806285,IA,2024-08-11,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
541,2.06594307504083,0.359375066022887,IA,2024-08-12,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1
542,0.891308497518029,0.3241339228496195,IA,2024-08-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
543,2.17567965842349,0.4378559192572505,IA,2024-08-14,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1
544,1.51450729728514,0.408428566471182,IA,2024-08-15,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
545,3.2511067221681,0.487871761322876,IA,2024-08-16,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0
546,0.811259815361623,0.37501621594789,IA,2024-08-17,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
547,NA,NA,ID,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,3.22746771226447,0.400606821491725,IL,2024-07-07,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0
590,2.3131987938571,0.377797657362879,IL,2024-07-08,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0
591,2.95334338125792,0.3965449358189545,IL,2024-07-09,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0
592,1.63257860267348,0.3909292825376345,IL,2024-07-10,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
593,2.60490464995558,0.4137520659079225,IL,2024-07-11,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0
594,1.76085635359654,0.4182067747239155,IL,2024-07-12,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
595,2.20790494759942,0.3942548815779615,IL,2024-07-13,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
596,2.17929196500922,0.39233220301044,IL,2024-07-14,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
597,4.91962330700167,0.4185563844060065,IL,2024-07-15,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0
598,1.45454144384455,0.3965978248162535,IL,2024-07-16,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
599,3.15129045601227,0.4109514726608615,IL,2024-07-17,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0
600,0.692627865892951,0.384812563537504,IL,2024-07-18,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
601,1.94953514185709,0.3936796991667965,IL,2024-07-19,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
602,1.17035709793816,0.4043863140104405,IL,2024-07-20,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
603,1.72254312454314,0.4087153909792275,IL,2024-07-21,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
604,2.26482923670422,0.414622843561408,IL,2024-07-22,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
605,2.59565654566358,0.401281535326661,IL,2024-07-23,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
606,1.28416831791259,0.39756241824186,IL,2024-07-24,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
607,1.54479301967439,0.3990417527475695,IL,2024-07-25,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
608,1.86757476749313,0.4112655124524105,IL,2024-07-26,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
609,4.04984408032184,0.4360725994247775,IL,2024-07-27,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
610,1.22798114545726,0.400286467105398,IL,2024-07-28,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
611,3.2160986977976602,0.42306454021955,IL,2024-07-29,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0
612,1.95126719895524,0.400687039955179,IL,2024-07-30,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
613,2.70181643501424,0.4106282408596745,IL,2024-07-31,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
614,1.48475190611556,0.3875558950277325,IL,2024-08-01,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0
615,3.80052577827351,0.4543072554654315,IL,2024-08-02,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
616,1.39129510005653,0.40219833802446,IL,2024-08-03,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
617,0.873726925357472,0.4192690136325755,IL,2024-08-04,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
618,2.54785150163131,0.3970739665895545,IL,2024-08-05,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
619,4.33847859270194,0.411464010874954,IL,2024-08-06,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
620,1.2052146935881,0.3742883775670945,IL,2024-08-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
621,4.51436008565835,0.4445641333823615,IL,2024-08-08,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
622,2.67712252723417,0.4215797329127965,IL,2024-08-09,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
623,1.56424525883259,0.403772338538065,IL,2024-08-10,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
624,2.37147934186255,0.4821291574026605,IL,2024-08-11,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
625,7.32048584669437,0.4509919615779275,IL,2024-08-12,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
626,8.6410550999002,0.4655417937645875,IL,2024-08-13,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
627,2.00417471737795,0.3850434627700585,IL,2024-08-14,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
628,3.3339997943779,0.4070553872110725,IL,2024-08-15,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
629,3.61079520992894,0.4205483200681885,IL,2024-08-16,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
630,2.88338029873137,0.448811107687714,IL,2024-08-17,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
631,NA,NA,IN,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.803789560409225,0.4271252559940935,IN,2024-07-08,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
633,NA,NA,IN,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,NA,NA,IN,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,IN,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,0.495467062923553,0.3483677878670035,IN,2024-07-15,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
640,NA,NA,IN,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,NA,NA,IN,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,IN,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,IN,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.599612083105445,0.425176215711932,IN,2024-07-22,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
647,NA,NA,IN,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,1.34966461252952,0.4371976262398155,IN,2024-07-24,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
649,1.36137327744447,0.443224661284747,IN,2024-07-25,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
650,0.724553977713741,0.396771005325893,IN,2024-07-26,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
651,NA,NA,IN,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.4549252087281,0.3280025106770475,IN,2024-07-29,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
654,0.906257025581809,0.4623582750687565,IN,2024-07-30,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
655,0.687022601018319,0.4796489099124115,IN,2024-07-31,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
656,0.722966232500247,0.3950998461734895,IN,2024-08-01,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
657,0.760117410819326,0.4080523420869055,IN,2024-08-02,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
658,NA,NA,IN,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
