"","es_score","brier_score","location","target_date","X24B_50_CI","X24C_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"549",NA,NA,"ID",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"ID",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"ID",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,"ID",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",NA,NA,"ID",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",0.0491965951360022,0.00263702780369917,"IL",2024-03-17,1,1,1,1,1,1,1,1,1,1
"590",0.0632954231043855,0.00290245269127378,"IL",2024-03-18,1,1,1,1,1,1,1,1,1,1
"591",1.8026115418624,0.348819097846863,"IL",2024-03-19,1,1,0,0,0,1,1,0,0,0
"592",0.0988921829610173,0.00354808894265649,"IL",2024-03-20,1,1,1,1,1,0,1,1,1,0
"593",0.184401575718862,0.00393934303881893,"IL",2024-03-21,1,1,1,1,1,1,1,1,1,1
"594",0.0505871405054438,0.00438511612330984,"IL",2024-03-22,1,1,1,1,1,1,1,1,1,1
"595",0.0371785515945537,0.00489348837149811,"IL",2024-03-23,1,1,1,1,1,1,1,1,1,1
"596",1.13051366120402,0.381381457218523,"IL",2024-03-24,1,1,1,0,0,1,1,1,0,0
"597",0.00299872672320319,0.00613756045508705,"IL",2024-03-25,1,1,1,1,1,0,1,1,1,0
"598",1.81883651228825,0.612734667940609,"IL",2024-03-26,0,1,1,0,0,0,1,1,0,0
"599",1.9446051641906,0.509326013442168,"IL",2024-03-27,0,1,1,1,0,0,1,1,1,0
"600",0.832854047928005,0.356874578412732,"IL",2024-03-28,0,1,1,1,1,0,1,1,1,0
"601",0.0416948594862862,0.00992566507191435,"IL",2024-03-29,1,1,1,1,1,1,1,1,1,1
"602",0.0469798024652686,0.0112584255308581,"IL",2024-03-30,1,1,1,1,1,1,1,1,1,1
"603",0.853117638412135,0.434965294339345,"IL",2024-03-31,0,1,1,1,1,1,1,1,1,1
"604",2.23607722814117,0.528099092520219,"IL",2024-04-01,0,1,0,1,0,0,1,0,1,0
"605",2.09785411925761,0.389194601927069,"IL",2024-04-02,1,1,0,1,0,1,1,0,1,0
"606",1.87991081758786,0.668748855276044,"IL",2024-04-03,0,1,1,1,0,0,1,1,1,0
"607",2.69550901049637,0.872687574647989,"IL",2024-04-04,1,1,0,1,0,0,1,0,1,0
"608",0.157584602049381,0.0252880380287169,"IL",2024-04-05,1,1,1,1,1,1,1,1,1,1
"609",0.629613908485945,0.029213136688172,"IL",2024-04-06,1,1,1,1,1,1,0,1,1,0
"610",1.13559277231906,1.5465942705718,"IL",2024-04-07,0,1,1,1,0,0,1,1,1,0
"611",1.8491357298241,0.712824011647844,"IL",2024-04-08,1,1,1,0,0,0,1,1,0,0
"612",5.75311027086147,1.1543801730388,"IL",2024-04-09,0,1,1,0,0,0,0,1,0,0
"613",2.09488759022338,0.52197511898589,"IL",2024-04-10,0,1,1,1,0,1,1,1,1,1
"614",0.223386819951307,0.0623931107321487,"IL",2024-04-11,1,1,1,1,1,1,1,1,1,1
"615",0.914793196366157,0.383067852596786,"IL",2024-04-12,1,1,0,1,1,0,1,0,1,1
"616",0.534062005208844,0.340665995099827,"IL",2024-04-13,1,1,1,1,1,1,1,1,1,1
"617",0.934179360585767,0.5936126925565,"IL",2024-04-14,1,1,1,0,1,0,0,1,0,0
"618",1.46194160401295,0.565674584399034,"IL",2024-04-15,1,1,0,1,1,0,0,0,1,0
"619",2.03501008324405,1.11345156404922,"IL",2024-04-16,1,1,0,0,0,0,1,0,0,0
"620",1.17977108611703,0.384065416013482,"IL",2024-04-17,1,1,1,0,1,0,1,1,0,0
"621",0.98854870487202,0.508692599198514,"IL",2024-04-18,1,1,0,1,1,0,1,0,1,1
"622",0.784727069978742,0.404442957800992,"IL",2024-04-19,1,1,1,1,1,1,1,1,1,1
"623",0.673285040798973,0.246180879077605,"IL",2024-04-20,1,1,1,1,1,0,1,1,1,0
"624",0.432473610097515,0.281434811265221,"IL",2024-04-21,1,1,1,1,1,1,0,1,1,0
"625",0.682698182558308,0.705930358644961,"IL",2024-04-22,0,1,1,1,1,1,0,1,1,0
"626",2.12060237737007,0.717111731905411,"IL",2024-04-23,0,0,1,1,1,0,0,1,1,0
"627",1.27564256577425,0.886678952161045,"IL",2024-04-24,1,1,1,0,1,0,0,1,0,0
"628",0.262325202983597,0.449157072835896,"IL",2024-04-25,1,1,1,1,1,1,1,1,1,1
"629",1.82615653208277,0.676203737185483,"IL",2024-04-26,0,0,1,1,1,0,0,1,1,0
"630",1.75331587440168,0.543621930169338,"IL",2024-04-27,1,0,1,1,0,1,0,1,1,0
"631",NA,NA,"IN",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",NA,NA,"IN",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",NA,NA,"IN",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",NA,NA,"IN",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",NA,NA,"IN",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",NA,NA,"IN",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",NA,NA,"IN",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,NA,"IN",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",NA,NA,"IN",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",NA,NA,"IN",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",0.0043954464581988,0.0077693017695023,"IN",2024-03-27,1,1,1,1,1,1,1,1,1,1
"642",NA,NA,"IN",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",NA,NA,"IN",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,"IN",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",NA,NA,"IN",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,NA,"IN",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",NA,NA,"IN",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",NA,NA,"IN",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",NA,NA,"IN",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",NA,NA,"IN",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",NA,NA,"IN",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",NA,NA,"IN",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",NA,NA,"IN",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",0.0235471507439025,0.0457534037297879,"IN",2024-04-09,1,1,1,1,1,1,1,1,1,1
"655",0.030449248310482,0.053381702531122,"IN",2024-04-10,1,1,1,1,1,1,1,1,1,1
"656",NA,NA,"IN",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",NA,NA,"IN",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",NA,NA,"IN",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",NA,NA,"IN",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",NA,NA,"IN",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",NA,NA,"IN",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",NA,NA,"IN",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",NA,NA,"IN",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",NA,NA,"IN",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",NA,NA,"IN",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",NA,NA,"IN",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",NA,NA,"IN",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",NA,NA,"IN",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",NA,NA,"IN",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",NA,NA,"IN",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",0.302392051092712,0.495883641532949,"IN",2024-04-26,1,1,1,1,1,1,1,1,1,1
"672",NA,NA,"IN",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,"KS",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",NA,NA,"KS",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",NA,NA,"KS",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",NA,NA,"KS",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",NA,NA,"KS",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",NA,NA,"KS",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",NA,NA,"KS",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",NA,NA,"KS",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",0.00395271276189349,0.0077693017695023,"KS",2024-03-27,1,1,1,1,1,1,1,1,1,1
"684",NA,NA,"KS",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",NA,NA,"KS",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",NA,NA,"KS",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",NA,NA,"KS",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",NA,NA,"KS",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",NA,NA,"KS",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",NA,NA,"KS",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",NA,NA,"KS",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",NA,NA,"KS",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",NA,NA,"KS",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",NA,NA,"KS",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",NA,NA,"KS",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",NA,NA,"KS",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",NA,NA,"KS",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",NA,NA,"KS",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",NA,NA,"KS",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",NA,NA,"KS",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,"KS",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",NA,NA,"KS",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",NA,NA,"KS",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",NA,NA,"KS",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",NA,NA,"KS",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",NA,NA,"KS",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",NA,NA,"KS",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",NA,NA,"KS",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",NA,NA,"KS",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",NA,NA,"KS",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",NA,NA,"KS",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",NA,NA,"KS",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",NA,NA,"KS",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",NA,NA,"KS",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",NA,NA,"KY",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",NA,NA,"KY",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",NA,NA,"KY",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",NA,NA,"KY",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",NA,NA,"KY",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",NA,NA,"KY",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",NA,NA,"KY",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",NA,NA,"KY",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",0.00294105509443686,0.00613756045508705,"KY",2024-03-25,1,1,1,1,1,1,1,1,1,1
"724",NA,NA,"KY",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",0.00458845832510163,0.0077693017695023,"KY",2024-03-27,1,1,1,1,1,1,1,1,1,1
"726",NA,NA,"KY",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",NA,NA,"KY",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",NA,NA,"KY",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",NA,NA,"KY",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",NA,NA,"KY",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",NA,NA,"KY",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",NA,NA,"KY",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",0.0438786984840585,0.0219505802105574,"KY",2024-04-04,1,1,1,1,1,1,1,1,1,1
"734",NA,NA,"KY",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",NA,NA,"KY",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",NA,NA,"KY",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",NA,NA,"KY",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",0.0878680922687618,0.0457534037297879,"KY",2024-04-09,1,1,1,1,1,1,1,1,1,1
"739",NA,NA,"KY",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",NA,NA,"KY",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",NA,NA,"KY",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",NA,NA,"KY",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",NA,NA,"KY",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",NA,NA,"KY",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",NA,NA,"KY",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",NA,NA,"KY",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",NA,NA,"KY",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",NA,NA,"KY",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",NA,NA,"KY",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",NA,NA,"KY",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",0.864807050622854,1.09219249133079,"KY",2024-04-22,0,1,1,1,1,0,1,1,1,0
"752",NA,NA,"KY",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",NA,NA,"KY",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",NA,NA,"KY",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",0.289163667137961,0.495883641532949,"KY",2024-04-26,1,1,1,1,1,1,0,1,1,0
"756",NA,NA,"KY",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",1.1941352417467,0.478702748197376,"LA",2024-03-17,1,1,0,1,0,1,1,0,1,0
"758",0.15284547910105,0.00290245269127378,"LA",2024-03-18,1,1,1,1,1,0,1,1,1,0
"759",0.111371939543037,0.00320443748963387,"LA",2024-03-19,1,1,1,1,1,0,1,1,1,0
"760",0.00812516915756466,0.00354808894265649,"LA",2024-03-20,1,1,1,1,1,1,1,1,1,1
"761",0.0158956678228732,0.00393934303881893,"LA",2024-03-21,1,1,1,1,1,1,1,1,1,1
"762",0.0480121883385992,0.00438511612330984,"LA",2024-03-22,1,1,1,1,1,1,1,0,1,0
"763",0.0105676188997748,0.00489348837149811,"LA",2024-03-23,1,1,1,1,1,1,1,1,1,1
"764",0.0110869545278424,0.00547392725250038,"LA",2024-03-24,1,1,1,1,1,1,1,1,1,1
"765",2.32927002748511,0.627817616251566,"LA",2024-03-25,1,1,0,1,0,1,1,0,1,0
"766",0.663562012352973,0.228065732600545,"LA",2024-03-26,1,1,1,1,1,0,1,1,1,0
"767",NA,NA,"LA",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",0.246655746221944,0.00877136829899717,"LA",2024-03-28,1,1,1,1,1,1,1,1,1,1
"769",NA,NA,"LA",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",NA,NA,"LA",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",NA,NA,"LA",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",0.0282823925712584,0.0145913865889823,"LA",2024-04-01,1,1,1,1,1,0,1,1,1,0
"773",0.39796281950198,0.0166747540855057,"LA",2024-04-02,1,1,1,1,1,1,0,1,1,0
"774",0.0373605366215536,0.0191058717228861,"LA",2024-04-03,1,1,1,1,1,1,1,1,1,1
"775",0.140892295661062,0.0219505802105574,"LA",2024-04-04,1,1,1,1,1,1,1,1,1,1
"776",0.0125649056374266,0.0252880380287169,"LA",2024-04-05,1,1,1,1,1,1,1,1,1,1
"777",NA,NA,"LA",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",NA,NA,"LA",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",2.02279676599674,0.706973301062213,"LA",2024-04-08,1,1,0,1,0,1,0,0,1,0
"780",0.0235469810379454,0.0457534037297879,"LA",2024-04-09,1,1,1,1,1,1,1,1,1,1
"781",0.10176431064851,0.053381702531122,"LA",2024-04-10,1,1,1,1,1,0,1,1,1,0
"782",0.119050224673028,0.0623931107321487,"LA",2024-04-11,1,1,1,1,1,1,1,1,1,1
"783",0.25346271694955,0.0730203447523124,"LA",2024-04-12,1,1,1,1,1,0,1,1,1,0
"784",0.779782739623865,0.723389506836423,"LA",2024-04-13,0,1,1,1,1,0,0,1,1,1
"785",0.0573364745247019,0.100150596995026,"LA",2024-04-14,1,1,1,1,1,1,1,1,1,1
"786",0.0662311424353089,0.117192075534583,"LA",2024-04-15,1,1,1,1,1,1,1,1,1,1
"787",0.232721638799633,0.136901179292862,"LA",2024-04-16,1,1,1,1,1,1,1,1,1,1
"788",0.955529827771676,0.830848756424818,"LA",2024-04-17,1,1,0,1,1,1,1,0,1,0
"789",0.309434011377408,0.185196574522118,"LA",2024-04-18,1,1,1,1,1,1,1,1,1,1
"790",NA,NA,"LA",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",0.141328908983835,0.246180879077605,"LA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"792",NA,NA,"LA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",0.839260825063367,0.319668225959129,"LA",2024-04-22,1,1,1,1,0,0,1,1,1,0
"794",0.204677657974655,0.360612324810692,"LA",2024-04-23,1,1,1,1,1,1,1,1,1,1
"795",NA,NA,"LA",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",0.705308010036418,0.497819645651572,"LA",2024-04-25,1,1,1,1,1,0,1,1,1,0
"797",0.288450974212322,0.495883641532949,"LA",2024-04-26,1,1,1,1,1,1,1,1,1,1
"798",0.326281653695092,0.543621930169338,"LA",2024-04-27,1,1,1,1,1,0,1,1,1,0
"799",NA,NA,"MA",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",0.0133227881450862,0.00290245269127378,"MA",2024-03-18,1,1,1,1,1,1,1,1,1,1
"801",NA,NA,"MA",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",0.0017298943175335,0.00354808894265649,"MA",2024-03-20,1,1,1,1,1,1,1,1,1,1
"803",NA,NA,"MA",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",0.00231279072232962,0.00438511612330984,"MA",2024-03-22,1,1,1,1,1,1,1,1,1,1
"805",NA,NA,"MA",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",NA,NA,"MA",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",0.00325042845186846,0.00613756045508705,"MA",2024-03-25,1,1,1,1,1,1,1,1,1,1
"808",0.0275271116789227,0.00689750998112499,"MA",2024-03-26,1,1,1,1,1,1,1,1,1,1
"809",0.0151764918581532,0.0077693017695023,"MA",2024-03-27,1,1,1,1,1,1,1,1,1,1
"810",0.0178920462958174,0.00877136829899717,"MA",2024-03-28,1,1,1,1,1,1,1,1,1,1
"811",0.00547925730245986,0.00992566507191435,"MA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"812",NA,NA,"MA",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",NA,NA,"MA",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",NA,NA,"MA",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",0.00863913365066309,0.0166747540855057,"MA",2024-04-02,1,1,1,1,1,0,1,1,1,0
"816",1.20203676813806,1.64321333060578,"MA",2024-04-03,0,1,1,1,0,0,1,1,1,0
"817",1.27851107362669,1.7816229913545,"MA",2024-04-04,1,1,1,0,0,1,1,1,0,0
"818",0.0482561606707734,0.0252880380287169,"MA",2024-04-05,1,1,1,1,1,1,1,1,1,1
"819",0.0511582670461782,0.029213136688172,"MA",2024-04-06,1,1,1,1,1,0,1,1,1,0
"820",0.0169832623518297,0.0338390881127301,"MA",2024-04-07,1,1,1,1,1,1,0,1,1,0
"821",0.145808244412949,0.0393000311273341,"MA",2024-04-08,1,1,1,1,1,0,1,1,1,0
"822",0.874477711120692,0.767708318056244,"MA",2024-04-09,0,1,1,1,1,0,1,1,1,0
"823",1.08280736422593,1.45916195189543,"MA",2024-04-10,0,1,1,1,0,0,1,1,1,0
"824",0.0377711410319545,0.0623931107321487,"MA",2024-04-11,1,1,1,1,1,1,1,1,1,1
