"","es_score","brier_score","location","target_date","X24B_50_CI","X24D_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24D_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"552",NA,NA,"ID",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,"ID",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",NA,NA,"ID",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",1.13285800856884,1.58575481336635,"IL",2024-04-07,0,1,1,1,0,0,1,1,1,0
"590",2.49303369180365,0.746691173046798,"IL",2024-04-08,1,1,1,0,0,0,1,1,0,0
"591",5.83411226061687,1.19578350285127,"IL",2024-04-09,0,1,1,0,0,0,1,1,0,0
"592",1.82336960606611,0.480921798539652,"IL",2024-04-10,0,1,1,1,0,0,1,1,1,0
"593",0.166788789403089,0.0353413936236799,"IL",2024-04-11,1,1,1,1,1,1,1,1,1,1
"594",1.16610681712333,0.558522330833309,"IL",2024-04-12,1,1,0,1,0,1,1,0,1,0
"595",0.363918644267955,0.32651056184289,"IL",2024-04-13,1,1,1,1,1,0,1,1,1,0
"596",0.992524537396726,0.465734993704755,"IL",2024-04-14,1,1,1,0,1,1,1,0,0,1
"597",1.99944436461202,0.598611435027239,"IL",2024-04-15,1,1,0,0,0,0,1,0,0,0
"598",3.11509522218561,1.243143269821,"IL",2024-04-16,0,1,0,0,0,0,0,0,0,0
"599",1.0329958673719,0.333087699118916,"IL",2024-04-17,1,1,1,0,1,0,1,1,0,1
"600",0.944413939889326,0.38399680605109,"IL",2024-04-18,1,1,0,1,1,1,1,0,1,0
"601",0.32459954024823,0.249753014262857,"IL",2024-04-19,1,1,1,1,1,1,1,1,1,1
"602",0.314985518540006,0.0793305492010558,"IL",2024-04-20,1,1,1,1,1,0,1,1,1,0
"603",0.174490809347667,0.0865596131137372,"IL",2024-04-21,1,1,1,1,1,0,1,1,1,0
"604",0.567561706606313,0.660787844134443,"IL",2024-04-22,1,1,1,1,1,0,1,1,1,0
"605",1.42348822790525,0.57197380622025,"IL",2024-04-23,0,1,1,1,0,1,1,1,1,1
"606",2.22196629331421,0.926922147141047,"IL",2024-04-24,1,1,1,0,0,1,1,1,0,0
"607",0.0762733032436759,0.12171786893216,"IL",2024-04-25,1,1,1,1,1,0,1,1,1,0
"608",0.533069379267466,0.456517075604709,"IL",2024-04-26,1,1,1,1,1,1,1,1,1,1
"609",0.770069704858213,0.143542740893752,"IL",2024-04-27,1,1,1,1,1,1,1,1,1,1
"610",1.8396388395583,0.954585780065708,"IL",2024-04-28,1,1,1,0,0,0,1,1,0,0
"611",1.33552395645518,0.604338210404103,"IL",2024-04-29,1,1,1,0,0,0,1,1,0,0
"612",0.991223138572543,0.718702415368582,"IL",2024-04-30,1,1,0,1,1,1,1,0,1,0
"613",2.50417830172186,0.902473520682978,"IL",2024-05-01,1,0,1,0,0,0,0,1,0,0
"614",0.998327385399564,0.550436811362292,"IL",2024-05-02,1,1,1,0,1,1,0,1,0,1
"615",1.98732979283323,0.881480536247955,"IL",2024-05-03,0,1,1,0,1,0,1,1,0,0
"616",1.22707781853193,0.740873478771916,"IL",2024-05-04,1,1,1,0,0,0,0,1,0,0
"617",0.345047067948797,0.401374966412495,"IL",2024-05-05,1,1,1,1,1,0,1,1,1,0
"618",1.40270160011549,0.836802519320494,"IL",2024-05-06,1,1,1,0,0,0,1,1,0,0
"619",0.974443230847307,0.650919980106166,"IL",2024-05-07,1,1,1,0,1,1,0,1,0,1
"620",1.00852312263164,0.637426664782953,"IL",2024-05-08,1,1,1,0,1,0,1,1,0,1
"621",0.826296236172943,0.602478707020965,"IL",2024-05-09,1,0,1,1,1,0,0,1,1,0
"622",1.81863396645857,0.768422234580441,"IL",2024-05-10,1,1,1,0,1,0,0,1,0,0
"623",1.30656652623831,0.613860908568058,"IL",2024-05-11,0,1,1,0,1,1,0,1,0,0
"624",1.52633646341393,0.685045007438277,"IL",2024-05-12,0,1,1,0,1,0,1,1,0,1
"625",0.970662660723107,0.616607213892984,"IL",2024-05-13,1,1,1,0,1,0,0,1,0,1
"626",1.04485258012153,0.968844114159766,"IL",2024-05-14,1,1,1,0,1,1,0,1,0,1
"627",3.92761390584692,1.04735801869751,"IL",2024-05-15,1,1,1,0,0,0,0,1,0,0
"628",0.367053812541258,0.474252386411511,"IL",2024-05-16,1,1,1,1,1,0,1,1,1,0
"629",1.55192422414386,1.43863998918571,"IL",2024-05-17,1,1,0,0,1,0,1,1,0,1
"630",0.493794066049122,0.536683416740775,"IL",2024-05-18,1,1,1,1,1,1,1,1,1,1
"631",NA,NA,"IN",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",NA,NA,"IN",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",0.0203419488517741,0.0294417387225442,"IN",2024-04-09,1,1,1,1,1,1,1,1,1,1
"634",0.0206370527963337,0.0322575919360333,"IN",2024-04-10,1,1,1,1,1,1,1,1,1,1
"635",NA,NA,"IN",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",NA,NA,"IN",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",NA,NA,"IN",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,NA,"IN",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",NA,NA,"IN",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",NA,NA,"IN",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",NA,NA,"IN",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",NA,NA,"IN",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",NA,NA,"IN",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,"IN",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",NA,NA,"IN",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,NA,"IN",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",NA,NA,"IN",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",NA,NA,"IN",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",NA,NA,"IN",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",0.0890201757620492,0.132246804659025,"IN",2024-04-26,1,1,1,1,1,0,1,1,1,0
"651",NA,NA,"IN",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",NA,NA,"IN",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",NA,NA,"IN",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",NA,NA,"IN",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",NA,NA,"IN",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",NA,NA,"IN",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",NA,NA,"IN",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",NA,NA,"IN",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",NA,NA,"IN",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",NA,NA,"IN",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",NA,NA,"IN",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",NA,NA,"IN",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",NA,NA,"IN",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",NA,NA,"IN",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",NA,NA,"IN",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",NA,NA,"IN",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",NA,NA,"IN",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",NA,NA,"IN",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",NA,NA,"IN",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",NA,NA,"IN",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",NA,NA,"IN",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",NA,NA,"IN",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,"KS",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",NA,NA,"KS",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",NA,NA,"KS",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",NA,NA,"KS",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",NA,NA,"KS",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",NA,NA,"KS",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",NA,NA,"KS",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",NA,NA,"KS",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",NA,NA,"KS",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",NA,NA,"KS",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",NA,NA,"KS",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",NA,NA,"KS",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",NA,NA,"KS",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",NA,NA,"KS",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",NA,NA,"KS",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",NA,NA,"KS",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",NA,NA,"KS",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",NA,NA,"KS",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",NA,NA,"KS",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",NA,NA,"KS",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",NA,NA,"KS",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",0.11539861037554,0.182372557939427,"KS",2024-04-30,1,1,1,1,1,1,1,1,1,1
"697",NA,NA,"KS",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",NA,NA,"KS",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",NA,NA,"KS",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",NA,NA,"KS",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,"KS",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",NA,NA,"KS",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",0.195259575491728,0.305386783181016,"KS",2024-05-07,1,1,1,1,1,1,1,1,1,1
"704",0.215937640513683,0.326926999809546,"KS",2024-05-08,1,1,1,1,1,1,1,1,1,1
"705",NA,NA,"KS",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",NA,NA,"KS",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",NA,NA,"KS",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",NA,NA,"KS",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",NA,NA,"KS",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",NA,NA,"KS",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",NA,NA,"KS",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",NA,NA,"KS",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",NA,NA,"KS",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",NA,NA,"KS",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",NA,NA,"KY",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",NA,NA,"KY",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",0.0664213971646188,0.0294417387225442,"KY",2024-04-09,1,1,1,1,1,1,1,1,1,1
"718",NA,NA,"KY",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",NA,NA,"KY",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",NA,NA,"KY",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",NA,NA,"KY",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",NA,NA,"KY",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",NA,NA,"KY",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",NA,NA,"KY",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",NA,NA,"KY",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",NA,NA,"KY",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",NA,NA,"KY",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",NA,NA,"KY",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",NA,NA,"KY",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",0.8729453406105,1.22719839267607,"KY",2024-04-22,0,1,1,1,0,0,1,1,1,0
"731",NA,NA,"KY",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",NA,NA,"KY",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",NA,NA,"KY",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",0.0829875225442407,0.132246804659025,"KY",2024-04-26,1,1,1,1,1,1,1,1,1,1
"735",NA,NA,"KY",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",NA,NA,"KY",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",NA,NA,"KY",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",NA,NA,"KY",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",NA,NA,"KY",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",NA,NA,"KY",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",NA,NA,"KY",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",NA,NA,"KY",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",NA,NA,"KY",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",NA,NA,"KY",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",NA,NA,"KY",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",NA,NA,"KY",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",NA,NA,"KY",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",NA,NA,"KY",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",NA,NA,"KY",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",NA,NA,"KY",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",NA,NA,"KY",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",NA,NA,"KY",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",NA,NA,"KY",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",NA,NA,"KY",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",NA,NA,"KY",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",NA,NA,"KY",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",NA,NA,"LA",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",2.07139808138818,0.713990663457133,"LA",2024-04-08,1,1,0,1,0,0,1,0,1,0
"759",0.018423511589192,0.0294417387225442,"LA",2024-04-09,1,1,1,1,1,1,1,1,1,1
"760",0.0737643343875358,0.0322575919360333,"LA",2024-04-10,1,1,1,1,1,1,1,1,1,1
"761",0.0801477739056558,0.0353413936236799,"LA",2024-04-11,1,1,1,1,1,0,1,1,1,0
"762",0.174020724980203,0.0387156824206535,"LA",2024-04-12,1,1,1,1,1,1,1,1,1,1
"763",0.786454112915556,0.75266980975331,"LA",2024-04-13,0,1,1,1,1,0,1,1,1,0
"764",0.0287109818627371,0.0464328816991061,"LA",2024-04-14,1,1,1,1,1,1,1,1,1,1
"765",0.0319149392536313,0.0508278847429388,"LA",2024-04-15,1,1,1,1,1,1,1,1,1,1
"766",0.11387359558111,0.0556175319518225,"LA",2024-04-16,1,1,1,1,1,1,1,1,1,1
"767",1.04266033925663,0.86236188346275,"LA",2024-04-17,1,1,0,1,1,1,1,0,1,0
"768",0.146549757188736,0.0664999006913434,"LA",2024-04-18,1,1,1,1,1,1,1,1,1,1
"769",NA,NA,"LA",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",0.0518396668396237,0.0793305492010558,"LA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"771",NA,NA,"LA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",0.353913311989774,0.094377295592816,"LA",2024-04-22,1,1,1,1,1,1,1,1,1,1
"773",0.0694485348691173,0.102819004463815,"LA",2024-04-23,1,1,1,1,1,1,1,1,1,1
"774",NA,NA,"LA",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",1.03457316195778,0.494118123911764,"LA",2024-04-25,1,1,1,0,1,0,1,1,0,1
"776",0.0909919995878936,0.132246804659025,"LA",2024-04-26,1,1,1,1,1,1,1,1,1,1
"777",0.0922772934420354,0.143542740893752,"LA",2024-04-27,1,1,1,1,1,1,1,1,1,1
"778",0.0997587518847019,0.155640291290518,"LA",2024-04-28,1,1,1,1,1,0,1,1,1,0
"779",0.347360423279002,0.168572923490189,"LA",2024-04-29,1,1,1,1,1,0,1,1,1,0
"780",0.114179063310488,0.182372557939427,"LA",2024-04-30,1,1,1,1,1,0,1,1,1,0
"781",0.712752745899682,0.942583504343988,"LA",2024-05-01,1,1,1,1,1,1,1,1,1,1
"782",0.136562160767444,0.212690150571326,"LA",2024-05-02,1,1,1,1,1,1,1,1,1,1
"783",0.772640006361767,0.229260154547504,"LA",2024-05-03,1,1,1,1,1,1,1,1,1,1
"784",NA,NA,"LA",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",1.07114742791085,1.51718172083786,"LA",2024-05-05,1,1,1,0,1,1,1,1,0,0
"786",NA,NA,"LA",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",NA,NA,"LA",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",0.219686819661522,0.326926999809546,"LA",2024-05-08,1,1,1,1,1,1,1,1,1,1
"789",1.03877398641959,1.48879364279525,"LA",2024-05-09,1,1,1,0,1,1,1,1,0,0
"790",0.242920128171415,0.372998172745128,"LA",2024-05-10,1,1,1,1,1,1,1,1,1,1
"791",NA,NA,"LA",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",NA,NA,"LA",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",1.02173739403322,1.46622056162546,"LA",2024-05-13,1,1,1,0,1,0,1,1,0,1
"794",0.800788225905122,0.476416533804686,"LA",2024-05-14,1,1,1,1,0,0,0,1,1,0
"795",0.395670975520611,0.500535451060768,"LA",2024-05-15,1,1,1,1,1,0,1,1,1,0
"796",0.996104674214905,1.43367270317224,"LA",2024-05-16,1,1,0,1,1,1,1,0,1,0
"797",0.441333683593214,0.486966003346464,"LA",2024-05-17,1,1,1,1,1,0,0,1,1,0
"798",NA,NA,"LA",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",0.0163004093392344,0.024530593136774,"MA",2024-04-07,1,1,1,1,1,1,1,1,1,1
"800",0.118557588046747,0.0268726752797033,"MA",2024-04-08,1,1,1,1,1,1,1,1,1,1
"801",0.879168855871763,0.788661236892526,"MA",2024-04-09,0,1,1,1,0,0,1,1,1,0
"802",1.11152895275492,1.52780494728143,"MA",2024-04-10,0,1,1,1,0,0,1,1,1,0
"803",0.0238363291390163,0.0353413936236799,"MA",2024-04-11,1,1,1,1,1,1,1,1,1,1
"804",0.175325654053298,0.0387156824206535,"MA",2024-04-12,1,1,1,1,1,1,1,1,1,1
"805",NA,NA,"MA",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",NA,NA,"MA",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",0.107882835511217,0.0508278847429388,"MA",2024-04-15,1,1,1,1,1,1,1,1,1,1
"808",0.0396422021514977,0.0556175319518225,"MA",2024-04-16,1,1,1,1,1,1,1,1,1,1
"809",0.0398131805724086,0.0608312889390284,"MA",2024-04-17,1,1,1,1,1,1,1,1,1,1
"810",0.0438130290707587,0.0664999006913434,"MA",2024-04-18,1,1,1,1,1,1,1,1,1,1
"811",1.06496019967977,0.873342930525886,"MA",2024-04-19,1,1,1,0,1,0,1,1,0,1
"812",NA,NA,"MA",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",NA,NA,"MA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",1.83888169338213,1.22719839267607,"MA",2024-04-22,0,1,1,1,0,0,1,1,1,0
"815",0.214119837756336,0.102819004463815,"MA",2024-04-23,1,1,1,1,1,0,1,1,1,0
"816",NA,NA,"MA",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",1.00116538668432,0.618251542238299,"MA",2024-04-25,1,1,1,0,1,0,1,1,0,1
"818",0.0797163475807796,0.132246804659025,"MA",2024-04-26,1,1,1,1,1,1,1,1,1,1
"819",NA,NA,"MA",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",NA,NA,"MA",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",2.04850587232289,1.10332673549121,"MA",2024-04-29,1,1,1,0,0,0,1,1,0,1
"822",0.623905926355955,0.182372557939427,"MA",2024-04-30,1,1,1,1,1,1,0,1,1,0
"823",0.356463196520995,0.569826319764284,"MA",2024-05-01,1,1,1,1,1,0,1,1,1,0
"824",0.134822748795947,0.212690150571326,"MA",2024-05-02,1,1,1,1,1,1,1,1,1,1
"825",1.05997254500249,0.664073742347804,"MA",2024-05-03,1,1,1,0,1,0,0,1,0,0
"826",NA,NA,"MA",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",NA,NA,"MA",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",0.185059913729959,0.284853872732626,"MA",2024-05-06,1,1,1,1,1,1,1,1,1,1
