...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
435,NA,NA,GA,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,1.44797556457269,0.256537940598439,GA,2024-06-03,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
437,0.889492838813458,0.437241372377047,GA,2024-06-04,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
438,0.493490378674328,0.352444346159797,GA,2024-06-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
439,0.624084228406358,0.431795120542188,GA,2024-06-06,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
440,1.04443162468192,0.4395055761980875,GA,2024-06-07,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1
441,0.754622950589203,0.4100023824935635,GA,2024-06-08,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
442,1.29381924816735,0.415604706459265,GA,2024-06-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
443,0.725947337615619,0.3907484344324215,GA,2024-06-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
444,2.62487192155933,0.3846366697733125,GA,2024-06-11,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
445,1.23156397063186,0.4007003620465705,GA,2024-06-12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
446,0.630499115371798,0.4487131084640955,GA,2024-06-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
447,NA,NA,GA,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,1.03946869992472,0.3621743845625935,GA,2024-06-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
449,0.905256550913811,0.422376980010196,GA,2024-06-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
450,1.39794567343612,0.42034724069249,GA,2024-06-17,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
451,1.57877784226276,0.501009026608795,GA,2024-06-18,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
452,2.67094157370146,0.54930334936706,GA,2024-06-19,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
453,2.74111024879897,0.45083648867438,GA,2024-06-20,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1
454,2.6540124068818,0.55462489093253,GA,2024-06-21,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
455,1.55625278661265,0.464029331949757,GA,2024-06-22,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
456,2.04069507077949,0.63740383530066,GA,2024-06-23,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
457,1.36756181146082,0.668298401760275,GA,2024-06-24,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0
458,2.7556743118095,0.67490263740298,GA,2024-06-25,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0
459,3.08507046269026,0.690275049591355,GA,2024-06-26,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
460,2.4730818973753,0.76662936476977,GA,2024-06-27,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
461,2.85571222538402,0.722259425893445,GA,2024-06-28,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
462,1.09871996791048,0.820596504691205,GA,2024-06-29,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
463,NA,NA,HI,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.261127491358865,0.1908202246861655,IA,2024-05-19,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
506,1.19465736142962,0.200411343021725,IA,2024-05-20,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
507,NA,NA,IA,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,0.700606029729314,0.377527133249688,IA,2024-05-22,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0
509,0.315852196346095,0.2304065637869965,IA,2024-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
510,0.738678900817495,0.51916078613811,IA,2024-05-24,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
511,0.358680310575104,0.251236121280842,IA,2024-05-25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
512,NA,NA,IA,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,0.707417851438951,0.4967630527435015,IA,2024-05-27,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
514,NA,NA,IA,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,NA,NA,IA,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,3.07993033058414,0.475738096405278,IA,2024-05-30,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
517,0.383906090449025,0.2694067906105455,IA,2024-05-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
518,NA,NA,IA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,0.455798216750146,0.337393113171731,IA,2024-06-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
520,0.976797853633285,0.44520461401042,IA,2024-06-03,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
521,NA,NA,IA,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,0.747365707684624,0.5283177558168,IA,2024-06-05,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
523,0.536952876198682,0.379348574597391,IA,2024-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
524,NA,NA,IA,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,NA,NA,IA,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,NA,NA,IA,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,1.34142165733576,0.358395550301153,IA,2024-06-10,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
528,0.584797856548656,0.42820705339748,IA,2024-06-11,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
529,0.62120316433805,0.4381191870728335,IA,2024-06-12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
530,2.12159836250526,0.433598924440012,IA,2024-06-13,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0
531,0.841531916557196,0.3220159176997105,IA,2024-06-14,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
532,0.680366242122314,0.3845940135523855,IA,2024-06-15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
533,0.677645049901832,0.4890670420799525,IA,2024-06-16,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
534,1.85615660748324,0.423240794551232,IA,2024-06-17,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1
535,1.12480402137089,0.36526021111497,IA,2024-06-18,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
536,0.545608032920446,0.395580186950689,IA,2024-06-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
537,0.748178310831588,0.3808369994749,IA,2024-06-20,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
538,0.63906907967667,0.4643065110323285,IA,2024-06-21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
539,1.19441026584577,0.58766573538005,IA,2024-06-22,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0
540,0.71934496094474,0.53903587446264,IA,2024-06-23,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
541,1.78569673908883,0.588364613623215,IA,2024-06-24,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0
542,1.22910423154786,0.628065017761085,IA,2024-06-25,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
543,1.76004999668982,0.555396358595505,IA,2024-06-26,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
544,0.877497027042863,0.4011968903043525,IA,2024-06-27,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
545,0.921160519540117,0.714539305755165,IA,2024-06-28,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
546,NA,NA,IA,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,NA,NA,ID,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.720791025156933,0.3405664050246865,IL,2024-05-19,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0
590,0.862516292087183,0.3636886958485235,IL,2024-05-20,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
591,0.716438169949745,0.3031300579955485,IL,2024-05-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
592,2.08166575544328,0.4206285862182785,IL,2024-05-22,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
593,0.560089767951883,0.3605098521401925,IL,2024-05-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
594,1.14860627611974,0.3836073555321715,IL,2024-05-24,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
595,1.41794497222066,0.4314369594436775,IL,2024-05-25,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
596,0.69875981478919,0.3416532152335435,IL,2024-05-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
597,2.50368547205154,0.497334055493141,IL,2024-05-27,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
598,1.1296108614323,0.410317727883412,IL,2024-05-28,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0
599,0.665032625354205,0.2895555676393595,IL,2024-05-29,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
600,0.65210232656396,0.365348902610223,IL,2024-05-30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
601,0.495972612880493,0.351417854611744,IL,2024-05-31,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
602,0.706104007043701,0.4002523842490515,IL,2024-06-01,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
603,1.09762449468148,0.337393113171731,IL,2024-06-02,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
604,1.06406399756354,0.4056530974075195,IL,2024-06-03,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
605,1.15796850039761,0.380188616530176,IL,2024-06-04,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
606,2.09876459620081,0.429900294661078,IL,2024-06-05,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0
607,NA,NA,IL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,1.5462784688503,0.463273667429628,IL,2024-06-07,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
609,1.32495219781645,0.433310800289625,IL,2024-06-08,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
610,0.707571972375346,0.3884880656360195,IL,2024-06-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
611,1.79417796707967,0.3530748801243085,IL,2024-06-10,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0
612,1.51270128137731,0.3577037179042905,IL,2024-06-11,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
613,0.817859728603244,0.354772728533389,IL,2024-06-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
614,2.0874990356887,0.3411951639575595,IL,2024-06-13,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
615,1.45264749542032,0.449916541108777,IL,2024-06-14,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
616,0.858710896736037,0.421634735937354,IL,2024-06-15,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
617,0.683457976759019,0.4890670420799525,IL,2024-06-16,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
618,2.28107860510616,0.4834189952114465,IL,2024-06-17,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0
619,3.46201843930579,0.51319028083145,IL,2024-06-18,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
620,3.14597383812305,0.414503265385455,IL,2024-06-19,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0
621,2.14065575295126,0.47837879239087,IL,2024-06-20,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
622,2.03659100381177,0.57426221212051,IL,2024-06-21,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
623,2.39480696234111,0.567103951945235,IL,2024-06-22,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0
624,2.29740989268165,0.628863937104485,IL,2024-06-23,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
625,5.66619803521298,0.64082614127891,IL,2024-06-24,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
626,4.65079641199885,0.55685141332922,IL,2024-06-25,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
627,5.40647522692621,0.68813948857836,IL,2024-06-26,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
628,4.71465673246407,0.712729322268655,IL,2024-06-27,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0
629,3.73999511915486,0.4913537636618495,IL,2024-06-28,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
630,4.85988831598067,0.779272735266135,IL,2024-06-29,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0
631,NA,NA,IN,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.794863965172497,0.55105240834761,IN,2024-05-20,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
633,NA,NA,IN,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,NA,NA,IN,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,IN,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,NA,IN,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,NA,IN,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,NA,NA,IN,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,IN,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,IN,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,IN,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,0.363398438203718,0.2532877000126305,IN,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
648,NA,NA,IN,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,IN,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
