...1,es_score,brier_score,location,target_date,X22F_50_CI,X23I_50_CI,X24B_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X22F_95_CI,X23I_95_CI,X24B_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
510,0.00263606184923351,4.52848823860395e-4,IA,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
511,0.0031671443032676,4.81280441872675e-4,IA,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
512,0.00365266974109026,5.14253952641065e-4,IA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
513,1.30139087336148,0.324777374989255,IA,2024-03-11,0,1,1,1,1,0,0,1,1,1,1,0
514,0.0124272278116036,5.95700099163225e-4,IA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
515,0.015940087156405,6.4528221328232e-4,IA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
516,0.00909308562620215,7.0163925652681e-4,IA,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
517,NA,NA,IA,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,0.00129530648886383,8.3781943263578e-4,IA,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
519,0.00153996543560612,9.1946950345535e-4,IA,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
520,0.00641811310896911,0.0010115704764866,IA,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
521,0.00763657615869966,0.00111534393837801,IA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
522,0.00789691074616744,0.00123215897504307,IA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
523,0.0304121728328564,0.001363547798598965,IA,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
524,NA,NA,IA,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,1.1869775859451,0.460856262692249,IA,2024-03-23,1,1,0,1,1,0,1,1,0,1,1,0
526,NA,NA,IA,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,0.00318742524049725,0.002072200010242105,IA,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
528,0.012448570298507,0.002306442208381125,IA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
529,0.822399075050252,0.1823261202325445,IA,2024-03-27,1,1,0,1,1,0,1,1,0,1,1,0
530,0.0618983688801652,0.00286298331668568,IA,2024-03-28,1,1,1,1,1,1,1,1,0,1,1,0
531,0.0382867059672546,0.003192129554254265,IA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
532,NA,NA,IA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,NA,NA,IA,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,0.134662209711037,0.004432162434479,IA,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
535,0.0620378196379829,0.004945882650483845,IA,2024-04-02,1,1,1,1,1,1,1,1,0,1,1,0
536,0.111776618943036,0.0055191143658163,IA,2024-04-03,1,1,1,1,1,1,1,1,0,1,1,0
537,1.05882670552064,0.1897881455470355,IA,2024-04-04,1,1,1,0,1,1,1,1,1,0,1,0
538,0.0773643538018271,0.00687037592124955,IA,2024-04-05,1,1,1,1,1,1,1,1,0,1,1,0
539,0.044245184666149,0.0076630836089875,IA,2024-04-06,1,1,1,1,1,1,1,1,0,1,1,0
540,1.14883413877336,0.82370606465292,IA,2024-04-07,1,1,0,1,1,0,1,1,0,1,1,0
541,0.178260990820119,0.00952439797817625,IA,2024-04-08,1,1,1,1,1,1,1,1,1,1,1,1
542,0.0587914830407926,0.0106118815781417,IA,2024-04-09,1,1,1,1,1,1,1,1,0,1,1,0
543,0.213356685408479,0.0118177924404053,IA,2024-04-10,1,1,1,1,1,1,1,1,0,1,1,0
544,0.426848452492229,0.1672823443978965,IA,2024-04-11,1,1,1,1,1,1,1,1,1,1,1,1
545,0.0784316110827445,0.01463142127423035,IA,2024-04-12,1,1,1,1,1,1,1,1,1,1,1,1
546,0.0257949159306371,0.0162645195629802,IA,2024-04-13,1,1,1,1,1,1,1,1,1,1,1,1
547,NA,NA,ID,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.022987170690949,3.66988435297925e-4,IL,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
590,0.0873333862611054,3.77527314692525e-4,IL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
591,0.0279379462409384,3.9116782486765e-4,IL,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
592,1.03478823368428,0.07518706216932,IL,2024-03-06,1,1,1,1,0,1,1,1,1,1,0,0
593,1.09898888174764,0.160534899141314,IL,2024-03-07,1,1,0,1,1,0,1,1,1,1,1,1
594,0.981002289043405,0.0651649430693045,IL,2024-03-08,1,1,1,0,1,1,1,1,1,0,1,0
595,1.06120203671368,0.088685420892392,IL,2024-03-09,1,1,1,0,1,1,1,1,0,0,1,1
596,0.00685350894287041,5.14253952641065e-4,IL,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
597,0.0348419806542537,5.5222110336414e-4,IL,2024-03-11,1,1,1,1,1,1,1,1,0,1,1,0
598,1.07564488085077,0.0887618251205645,IL,2024-03-12,1,1,1,1,0,1,1,1,1,1,0,0
599,0.043227270149727,6.4528221328232e-4,IL,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
600,2.39390147970579,0.3166596752429385,IL,2024-03-14,1,1,0,1,1,0,1,1,0,1,1,0
601,1.0924482638037,0.108075136883739,IL,2024-03-15,1,1,1,0,1,0,1,1,1,0,1,0
602,0.0305053718227804,8.3781943263578e-4,IL,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
603,0.0434072130609873,9.1946950345535e-4,IL,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
604,0.0652504353693922,0.0010115704764866,IL,2024-03-18,1,1,1,1,1,1,1,1,0,1,1,0
605,1.87279346689325,0.1759627773312515,IL,2024-03-19,1,1,1,0,0,0,1,1,1,0,0,0
606,0.0918997636560362,0.00123215897504307,IL,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
607,0.175431000558076,0.00136354779859896,IL,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
608,0.0522602534732796,0.00151122288782213,IL,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
609,0.036002348506158,0.00167709573066126,IL,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
610,1.15880467432045,0.1925849829884065,IL,2024-03-24,1,1,1,1,0,0,1,1,1,1,0,0
611,0.00354287367586381,0.002072200010242105,IL,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
612,1.82108764066243,0.3111686758072015,IL,2024-03-26,1,1,1,1,0,0,1,1,0,1,0,0
613,1.93894170919751,0.2593649059304075,IL,2024-03-27,1,1,0,1,1,0,1,1,0,1,1,0
614,0.786367468316589,0.181487519656699,IL,2024-03-28,1,1,0,1,1,1,1,1,0,1,1,0
615,0.0395759233826652,0.003192129554254265,IL,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
616,0.0450910833605008,0.00356037123111647,IL,2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
617,0.825015490281028,0.2224828013446675,IL,2024-03-31,1,1,0,1,1,0,1,1,1,1,1,1
618,2.30057777732121,0.27078643278421,IL,2024-04-01,1,1,0,0,1,0,1,1,1,0,1,0
619,2.3100567445417,0.1986262025720445,IL,2024-04-02,1,1,1,0,1,0,1,1,0,0,1,1
620,1.87874890868005,0.3461113706575025,IL,2024-04-03,1,1,0,1,1,0,1,1,0,1,1,0
621,2.84497577818634,0.4527255906216005,IL,2024-04-04,1,1,1,0,1,0,1,1,1,0,1,0
622,0.126942688678415,0.00687037592124955,IL,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
623,0.515721956719813,0.0076630836089875,IL,2024-04-06,1,1,1,1,1,1,1,1,0,1,1,0
624,1.15253110515811,0.82370606465292,IL,2024-04-07,1,1,0,1,1,0,1,1,0,1,1,0
625,2.6136649672995,0.381885374603626,IL,2024-04-08,1,1,1,1,0,0,1,1,0,1,0,0
626,5.98844564103958,0.618798693656385,IL,2024-04-09,1,1,0,1,0,0,1,1,0,1,0,0
627,2.07096864819368,0.2726863060670385,IL,2024-04-10,1,1,0,1,1,0,1,1,0,1,1,0
628,0.145861482763122,0.01315355180189445,IL,2024-04-11,1,1,1,1,1,1,1,1,1,1,1,1
629,1.02358330899532,0.1899327494265965,IL,2024-04-12,1,1,1,0,1,1,1,1,1,0,1,0
630,0.386605580584747,0.165254910857012,IL,2024-04-13,1,1,1,1,1,1,1,1,0,1,1,0
631,NA,NA,IN,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,NA,NA,IN,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,6.1116653491661e-4,3.9116782486765e-4,IN,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
634,NA,NA,IN,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,6.5434247487032e-4,4.28567997352875e-4,IN,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
636,NA,NA,IN,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,NA,IN,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,NA,IN,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,0.00121055266999279,6.4528221328232e-4,IN,2024-03-13,1,1,1,1,1,1,1,1,0,1,1,0
642,0.00109441745207477,7.0163925652681e-4,IN,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
643,NA,NA,IN,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,IN,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,NA,NA,IN,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,NA,IN,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,IN,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,NA,NA,IN,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,NA,NA,IN,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,0.00472881902341937,0.002568953604197095,IN,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
656,NA,NA,IN,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,IN,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,IN,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,NA,NA,IN,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,NA,NA,IN,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,NA,NA,IN,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,NA,NA,IN,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,NA,NA,IN,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,0.0173975562233271,0.0106118815781417,IN,2024-04-09,1,1,1,1,1,1,1,1,1,1,1,1
669,0.0188696252606919,0.0118177924404053,IN,2024-04-10,1,1,1,1,1,1,1,1,1,1,1,1
670,NA,NA,IN,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,NA,NA,IN,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,KS,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,KS,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,KS,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,0.00364295756954701,0.002568953604197095,KS,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
698,NA,NA,KS,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,6.7317979972146e-4,3.77527314692525e-4,KY,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
717,NA,NA,KY,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,0.00240379202272882,4.08102438234175e-4,KY,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
719,NA,NA,KY,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,KY,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,0.00106589276440904,5.95700099163225e-4,KY,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
725,NA,NA,KY,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,NA,NA,KY,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,NA,NA,KY,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,NA,NA,KY,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,KY,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.00314458871173127,0.002072200010242105,KY,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
738,NA,NA,KY,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,0.00397505733920948,0.002568953604197095,KY,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
740,NA,NA,KY,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,NA,NA,KY,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,NA,KY,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,0.0377336798111436,0.00615827285194235,KY,2024-04-04,1,1,1,1,1,1,1,1,1,1,1,1
748,NA,NA,KY,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,KY,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,0.0621114172107705,0.0106118815781417,KY,2024-04-09,1,1,1,1,1,1,1,1,1,1,1,1
753,NA,NA,KY,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,KY,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.00445352855211809,3.66988435297925e-4,LA,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
758,0.049453561838938,3.77527314692525e-4,LA,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
759,1.11807926321164,0.097810420483639,LA,2024-03-05,1,0,1,1,1,0,1,0,1,1,1,0
760,0.129259779293586,4.08102438234175e-4,LA,2024-03-06,1,1,1,1,1,1,1,1,0,1,1,0
761,0.0140285282114095,4.28567997352875e-4,LA,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
762,7.4900993098595e-4,4.52848823860395e-4,LA,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
763,0.00617755937927775,4.81280441872675e-4,LA,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
764,0.018240995631333,5.14253952641065e-4,LA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
765,0.0180983890394099,5.5222110336414e-4,LA,2024-03-11,1,1,1,1,1,1,1,1,0,1,1,0
