...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,X23H_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,X23H_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
1110,NA,NA,MT,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,0.570880679824459,0.409877356017629,MT,2023-11-24,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1113,NA,NA,MT,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,0.221750171361133,0.158729370158306,NC,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1136,0.910308755613485,0.312826352661195,NC,2023-11-06,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1137,0.703015032838079,0.2972999947138525,NC,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1138,1.51276770923819,0.3141391784209575,NC,2023-11-08,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
1139,2.17034797104009,0.4616887499803175,NC,2023-11-09,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
1140,2.2250502795889,0.3582592202678715,NC,2023-11-10,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
1141,0.789574820622744,0.5617430842439,NC,2023-11-11,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
1142,0.715288939887312,0.4995928006590215,NC,2023-11-12,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1143,2.50378821606243,0.4043201578317395,NC,2023-11-13,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
1144,1.09067758106612,0.2727377146151025,NC,2023-11-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
1145,1.15763766806424,0.456393563355425,NC,2023-11-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1146,0.816214497105691,0.406945854411819,NC,2023-11-16,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
1147,2.25620110064288,0.393045324500792,NC,2023-11-17,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
1148,0.240500465366038,0.1703218339374625,NC,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1149,NA,NA,NC,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,1.47653871612953,0.278535451855395,NC,2023-11-20,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1
1151,2.08469748405477,0.3625449214241345,NC,2023-11-21,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
1152,0.696839756876562,0.189346207653403,NC,2023-11-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1153,0.283325284510617,0.195998361269215,NC,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1154,1.42015341403634,0.365291117842398,NC,2023-11-24,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
1155,0.74680958237684,0.53074491771474,NC,2023-11-25,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1156,NA,NA,NC,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,3.24367290820299,0.430258904522409,NC,2023-11-27,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0
1158,1.70599331371552,0.375912139875308,NC,2023-11-28,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
1159,1.59286211862844,0.3857076962096405,NC,2023-11-29,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0
1160,1.8146676342572,0.3825045290263275,NC,2023-11-30,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
1161,1.5428390748423,0.3952848367228905,NC,2023-12-01,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1162,1.19731441997946,0.391557363485344,NC,2023-12-02,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
1163,NA,NA,NC,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,4.67416046307063,0.4406368215577115,NC,2023-12-04,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1165,2.55555027929138,0.4415453566603475,NC,2023-12-05,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1166,4.4381888246608,0.50297880707091,NC,2023-12-06,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0
1167,1.67228642496054,0.403806931501258,NC,2023-12-07,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0
1168,1.95546051775109,0.381688125183958,NC,2023-12-08,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0
1169,NA,NA,NC,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,0.666803363295966,0.4694878783295405,NC,2023-12-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1171,2.09434322329843,0.51329291835692,NC,2023-12-11,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1
1172,11.7648425574287,0.568987213828335,NC,2023-12-12,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1173,5.57508602430317,0.506895657964535,NC,2023-12-13,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1174,2.98847065077347,0.5340776692847,NC,2023-12-14,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
1175,0.965937548213079,0.361673720021375,NC,2023-12-15,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
1176,0.88213311840328,0.612673210348035,NC,2023-12-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1177,0.220767901048589,0.158729370158306,ND,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1178,3.66380010452037,0.580318359052055,ND,2023-11-06,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0
1179,1.28696392173014,0.475118090570215,ND,2023-11-07,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
1180,1.14050664266825,0.54792901741088,ND,2023-11-08,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1181,0.825394120712356,0.58423466651075,ND,2023-11-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1182,NA,NA,ND,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,0.225749609769799,0.1592679453034675,ND,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1186,1.96221789227568,0.444583627237754,ND,2023-11-14,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
1187,4.17415012355405,0.459838247009028,ND,2023-11-15,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0
1188,0.875278418546789,0.3121835103962115,ND,2023-11-16,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
1189,1.48095441778682,0.563441024955695,ND,2023-11-17,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0
1190,NA,NA,ND,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,0.767048519923127,0.540058487095165,ND,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1192,1.08668260456526,0.405213624363149,ND,2023-11-20,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0
1193,0.678916463179772,0.183515940843467,ND,2023-11-21,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1194,0.74780808785452,0.521141614927725,ND,2023-11-22,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1195,NA,NA,ND,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,NA,NA,ND,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,NA,NA,ND,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,0.85475497624606,0.60692154685485,ND,2023-11-28,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1201,2.30664581092574,0.4890330220961505,ND,2023-11-29,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0
1202,1.22148372796261,0.583992750041445,ND,2023-11-30,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1203,0.868626685905834,0.6162032205965,ND,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1204,1.00869982740349,0.3022406520835,ND,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
1205,0.785613325559311,0.551880987622565,ND,2023-12-03,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1206,1.29484099158845,0.60877979651851,ND,2023-12-04,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1
1207,NA,NA,ND,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,NA,NA,ND,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,0.578952869334647,0.4005842213119135,ND,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1210,0.601379722568374,0.4229622358990035,ND,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1211,NA,NA,ND,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,6.16912611995773,0.545185590577335,ND,2023-12-11,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0
1214,1.00654917877945,0.710306742535665,ND,2023-12-12,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1215,0.998536796286846,0.70025766002055,ND,2023-12-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
1216,0.511919660148978,0.3193597203555525,ND,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1217,0.850608374762368,0.58928048084266,ND,2023-12-15,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
1218,NA,NA,ND,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,NE,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,NE,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,NE,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,NE,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,NE,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,NE,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NE,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,NA,NA,NE,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,NE,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,NE,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,NE,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NE,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NE,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,NE,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,NE,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,0.111159307208084,0.083218651239014,NE,2023-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1258,0.807685875906524,0.56551615006431,NE,2023-12-14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1259,NA,NA,NE,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,0.214994430738654,0.158031280177077,NH,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1263,NA,NA,NH,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,NA,NA,NH,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,NA,NA,NH,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NH,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,NA,NA,NH,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,NA,NA,NH,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,NA,NA,NH,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,NA,NA,NH,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,NA,NA,NH,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,NH,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,NA,NA,NH,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,0.694436261975915,0.488854262106193,NH,2023-11-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
1276,0.759012336207663,0.538368661744755,NH,2023-11-20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1277,0.873769261407699,0.611301399588455,NH,2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1278,NA,NA,NH,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,NA,NA,NH,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NH,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,0.311680393714164,0.2215269182080525,NH,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1283,0.931134318462913,0.3343585129179505,NH,2023-11-27,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1284,0.794263136621363,0.561418979739065,NH,2023-11-28,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1285,0.370492020320424,0.256614099749777,NH,2023-11-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1286,NA,NA,NH,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,NA,NA,NH,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,NA,NH,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,NA,NA,NH,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,NH,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,0.275075045329899,0.198904791059933,NH,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1292,0.550070795867322,0.378972226306519,NH,2023-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1293,0.943685349437216,0.66394536876129,NH,2023-12-07,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
