...1,es_score,brier_score,location,target_date,X22F_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X22F_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
553,NA,NA,ID,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,5.92131217392287e-5,5.985404397736e-5,ID,2024-02-25,1,1,1,1,1,1,1,1,1,1
569,NA,NA,ID,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.134028978129597,0.001070581881448355,IL,2024-02-04,1,1,1,1,1,1,1,0,1,0
590,0.635415752768553,9.341337825297e-4,IL,2024-02-05,1,1,1,1,1,1,1,1,1,1
591,2.21789352589753,0.081714079555524,IL,2024-02-06,1,1,0,1,0,1,1,0,0,0
592,1.76241190667658,0.1602288169470755,IL,2024-02-07,1,1,0,0,0,0,1,1,0,1
593,1.90549371330773,0.1195015379407505,IL,2024-02-08,1,1,0,1,0,1,1,0,1,0
594,1.39759721112756,0.077542285101596,IL,2024-02-09,1,1,0,0,1,1,1,0,0,0
595,0.0519163149481765,4.7111745224877e-4,IL,2024-02-10,1,1,1,1,1,1,1,0,1,0
596,1.11857746671611,0.160447156925763,IL,2024-02-11,1,1,0,1,0,1,1,0,1,0
597,1.13287810288255,0.0818396170032995,IL,2024-02-12,0,1,0,1,1,0,1,0,1,1
598,0.0612041250793544,3.1195962237025e-4,IL,2024-02-13,1,1,1,1,1,1,1,0,1,0
599,0.0763355491766549,2.7186757658364e-4,IL,2024-02-14,1,1,1,1,1,1,1,1,1,1
600,3.03648649264679,0.153916351883832,IL,2024-02-15,1,1,0,0,0,1,1,0,0,0
601,3.70911181699097,0.194581585877098,IL,2024-02-16,1,1,0,1,0,1,1,0,1,0
602,0.0252283297513934,1.7990168572069e-4,IL,2024-02-17,1,1,1,1,1,1,1,1,1,1
603,2.21414525813624,0.245061685894584,IL,2024-02-18,1,1,0,0,0,1,1,0,0,0
604,1.06099762439231,0.04295139582853435,IL,2024-02-19,1,1,1,0,1,1,1,0,0,1
605,0.0277131358695509,1.19038496892075e-4,IL,2024-02-20,1,1,1,1,1,1,1,1,1,1
606,1.03936847116792,0.061361981699441,IL,2024-02-21,1,1,0,1,0,1,1,0,1,0
607,3.69354909473804,0.133926745982475,IL,2024-02-22,1,1,0,1,0,1,1,0,1,0
608,0.016141206843106,7.8787143576845e-5,IL,2024-02-23,1,1,1,1,1,1,1,1,1,1
609,1.32034894275161,0.1413496216866705,IL,2024-02-24,1,1,0,0,1,1,1,1,1,1
610,0.00628404147320236,5.985404397736e-5,IL,2024-02-25,1,1,1,1,1,1,1,1,1,1
611,0.0504478624061402,5.2175081908845e-5,IL,2024-02-26,1,1,1,1,1,1,1,0,1,0
612,0.00208123445414234,4.54853751229003e-5,IL,2024-02-27,1,1,1,1,1,1,1,1,1,1
613,0.0014022780694399,3.965730663752095e-5,IL,2024-02-28,1,1,1,1,1,1,1,1,1,1
614,1.33503113128014,0.1240356106936325,IL,2024-02-29,1,1,0,0,1,1,1,0,0,1
615,0.00609827385381242,3.015567263396195e-5,IL,2024-03-01,1,1,1,1,1,1,1,1,1,1
616,5.52391816346729e-5,2.630088640088775e-5,IL,2024-03-02,1,1,1,1,1,1,1,1,1,1
617,0.00130518702131326,2.29418561129837e-5,IL,2024-03-03,1,1,1,1,1,1,1,1,1,1
618,0.00477462038427752,2.0014593318894e-5,IL,2024-03-04,1,1,1,1,1,1,1,1,1,1
619,0.00118928431353461,1.74633760633168e-5,IL,2024-03-05,1,1,1,1,1,1,1,1,1,1
620,1.28755921559544,0.076360096087633,IL,2024-03-06,1,1,0,1,0,1,1,1,0,0
621,1.36480888259941,0.1655109023592955,IL,2024-03-07,1,1,0,1,0,1,1,0,1,0
622,1.31775196554766,0.066358728341598,IL,2024-03-08,1,1,0,0,1,1,1,0,0,1
623,1.35284149996681,0.0905102592438055,IL,2024-03-09,1,1,0,0,1,1,1,0,0,1
624,1.1286838420406e-4,8.8529741587009e-6,IL,2024-03-10,1,1,1,1,1,1,1,1,1,1
625,5.2940650947147e-4,7.7323648573979e-6,IL,2024-03-11,1,1,1,1,1,1,1,1,1,1
626,1.37115287044026,0.142154342010369,IL,2024-03-12,1,1,0,1,0,1,1,0,1,0
627,4.5092488735396e-4,5.90216834756835e-6,IL,2024-03-13,1,1,1,1,1,1,1,1,1,1
628,2.79370825889683,0.331895803458109,IL,2024-03-14,1,1,0,1,0,1,1,0,1,0
629,1.37454454534697,0.110773153400274,IL,2024-03-15,1,1,0,0,1,1,1,0,0,1
630,1.128966684753e-4,3.942140977170425e-6,IL,2024-03-16,1,1,1,1,1,1,1,1,1,1
631,0.00161719563834055,0.001070581881448355,IN,2024-02-04,1,1,1,1,1,1,1,1,1,1
632,NA,NA,IN,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,1.33656541720054,0.944638674617285,IN,2024-02-06,1,1,0,1,0,1,1,0,1,0
634,0.00870898908295124,7.1074478946562e-4,IN,2024-02-07,1,1,1,1,1,1,1,1,1,1
635,0.0034702586273347,6.19795860686765e-4,IN,2024-02-08,1,1,1,1,1,1,1,1,1,1
636,1.19408548173477,0.2391200768966275,IN,2024-02-09,1,1,0,1,0,1,1,0,1,0
637,NA,NA,IN,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,5.1818199265109e-4,3.5794148884715e-4,IN,2024-02-12,1,1,1,1,1,1,1,1,1,1
640,1.36682962986008,0.965678097631345,IN,2024-02-13,1,1,0,1,0,1,1,0,1,0
641,NA,NA,IN,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,IN,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,IN,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,IN,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,NA,NA,IN,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,1.2565287480817e-4,1.0373471095147e-4,IN,2024-02-21,1,1,1,1,1,1,1,1,1,1
649,NA,NA,IN,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,9.10612111094805e-5,5.2175081908845e-5,IN,2024-02-26,1,1,1,1,1,1,1,1,1,1
654,NA,NA,IN,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,2.6339152920203e-4,3.965730663752095e-5,IN,2024-02-28,1,1,1,1,1,1,1,1,1,1
656,NA,NA,IN,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,IN,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,IN,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,1.80595071689301e-5,1.74633760633168e-5,IN,2024-03-05,1,1,1,1,1,1,1,1,1,1
662,NA,NA,IN,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,1.11864292875229e-5,1.3301266781814e-5,IN,2024-03-07,1,1,1,1,1,1,1,1,1,1
664,NA,NA,IN,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,NA,NA,IN,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,NA,NA,IN,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,1.08753023037944e-5,5.90216834756835e-6,IN,2024-03-13,1,1,1,1,1,1,1,1,1,1
670,4.21435641922941e-6,5.15813831484105e-6,IN,2024-03-14,1,1,1,1,1,1,1,1,1,1
671,NA,NA,IN,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,0.00500906383931872,9.341337825297e-4,KS,2024-02-05,1,1,1,1,1,1,1,1,1,1
675,0.00125592064121355,8.1489876848421e-4,KS,2024-02-06,1,1,1,1,1,1,1,1,1,1
676,NA,NA,KS,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,1.34401217084497,0.951673732501195,KS,2024-02-08,1,1,0,1,0,1,1,0,1,0
678,7.4021352246997e-4,5.4040287724547e-4,KS,2024-02-09,1,1,1,1,1,1,1,0,1,0
679,NA,NA,KS,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,KS,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,3.3471606665962e-4,2.7186757658364e-4,KS,2024-02-14,1,1,1,1,1,1,1,1,1,1
684,2.4945313061715e-4,2.3691674106456e-4,KS,2024-02-15,1,1,1,1,1,1,1,1,1,1
685,2.9641916316326e-4,2.0645228240542e-4,KS,2024-02-16,1,1,1,1,1,1,1,1,1,1
686,NA,NA,KS,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,1.37964967379223,0.977304524193255,KS,2024-02-19,1,1,0,1,0,1,1,0,1,0
689,1.5611503504765e-4,1.19038496892075e-4,KS,2024-02-20,1,1,1,1,1,1,1,1,1,1
690,NA,NA,KS,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,1.2411138202805e-4,9.040210577978e-5,KS,2024-02-22,1,1,1,1,1,1,1,1,1,1
692,NA,NA,KS,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,7.98323554326991e-5,5.2175081908845e-5,KS,2024-02-26,1,1,1,1,1,1,1,1,1,1
696,NA,NA,KS,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.00122530291746128,9.341337825297e-4,KY,2024-02-05,1,1,1,1,1,1,1,1,1,1
717,0.0010362084218101,8.1489876848421e-4,KY,2024-02-06,1,1,1,1,1,1,1,1,1,1
718,1.1024081083808701,0.19022287678146,KY,2024-02-07,1,1,0,1,0,1,1,0,1,0
719,NA,NA,KY,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,6.0587737587605e-4,5.4040287724547e-4,KY,2024-02-09,1,1,1,1,1,1,1,1,1,1
721,7.5663254195634e-4,4.7111745224877e-4,KY,2024-02-10,1,1,1,1,1,1,1,1,1,1
722,NA,NA,KY,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,KY,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,NA,NA,KY,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,4.1511410784572e-4,2.7186757658364e-4,KY,2024-02-14,1,1,1,1,1,1,1,1,1,1
726,1.3737926234712,0.97009030612294,KY,2024-02-15,1,1,0,1,0,1,1,0,1,0
727,NA,NA,KY,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,2.3099764352891e-4,1.5676463835404e-4,KY,2024-02-18,1,1,1,1,1,1,1,1,1,1
730,6.9234429658707e-4,1.3660410998338e-4,KY,2024-02-19,1,1,1,1,1,1,1,1,1,1
731,1.34859186708465,0.489469713414051,KY,2024-02-20,1,1,0,1,0,1,1,0,1,0
732,NA,NA,KY,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,KY,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1.39336386839161,0.986017963418765,KY,2024-02-26,1,1,0,1,0,1,1,0,1,0
738,5.58190091894638e-5,4.54853751229003e-5,KY,2024-02-27,1,1,1,1,1,1,1,1,1,1
739,3.75615121423079e-5,3.965730663752095e-5,KY,2024-02-28,1,1,1,1,1,1,1,1,1,1
740,NA,NA,KY,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,4.32749349228243e-5,3.015567263396195e-5,KY,2024-03-01,1,1,1,1,1,1,1,1,1,1
742,3.99798173253245e-5,2.630088640088775e-5,KY,2024-03-02,1,1,1,1,1,1,1,1,1,1
743,NA,NA,KY,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,3.6260435667795e-5,2.0014593318894e-5,KY,2024-03-04,1,1,1,1,1,1,1,1,1,1
745,NA,NA,KY,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,5.89444211594754e-5,1.523968347761145e-5,KY,2024-03-06,1,1,1,1,1,1,1,1,1,1
747,NA,NA,KY,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,KY,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,6.81650938260834e-6,6.7548998783359e-6,KY,2024-03-12,1,1,1,1,1,1,1,1,1,1
753,NA,NA,KY,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,KY,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.0949353430858362,0.001070581881448355,LA,2024-02-04,1,1,1,1,1,1,1,1,1,1
758,1.59612817567124,0.099863327571475,LA,2024-02-05,1,1,0,1,0,1,1,1,0,0
759,0.853231389439955,0.1056842071961285,LA,2024-02-06,1,1,1,1,0,1,1,1,1,1
760,0.615229822294471,0.056449607140052,LA,2024-02-07,1,1,1,1,1,1,1,1,1,1
761,0.60935383318069,0.0534561256740485,LA,2024-02-08,1,1,1,1,1,1,1,1,1,1
762,2.61389836759551,0.170936173631667,LA,2024-02-09,1,0,0,0,1,1,0,0,0,0
763,0.0365838564070334,4.7111745224877e-4,LA,2024-02-10,1,1,1,1,1,1,1,0,1,0
764,0.025264107314163,4.1066852420464e-4,LA,2024-02-11,1,1,1,1,1,1,1,1,1,1
765,2.91375653608022,0.132930207300608,LA,2024-02-12,1,0,0,1,1,1,0,0,1,0
766,0.0951037035713347,3.1195962237025e-4,LA,2024-02-13,1,1,1,1,1,1,1,0,1,0
767,0.0205315629637989,2.7186757658364e-4,LA,2024-02-14,1,1,1,1,1,1,1,1,1,1
768,2.25456353643867,0.129550701991981,LA,2024-02-15,1,1,0,1,0,1,1,0,1,0
769,0.0173912095162513,2.0645228240542e-4,LA,2024-02-16,1,1,1,1,1,1,1,1,1,1
770,0.00189705471247941,1.7990168572069e-4,LA,2024-02-17,1,1,1,1,1,1,1,1,1,1
771,1.17242503318743,0.070481884547367,LA,2024-02-18,1,0,0,1,1,0,0,1,1,1
772,0.0209703041250112,1.3660410998338e-4,LA,2024-02-19,1,1,1,1,1,1,1,1,1,1
773,2.5033518807007,0.116177863153737,LA,2024-02-20,1,0,0,1,1,1,0,0,1,1
774,0.0224560800113575,1.0373471095147e-4,LA,2024-02-21,1,1,1,1,1,1,1,1,1,1
775,0.00842188320754306,9.040210577978e-5,LA,2024-02-22,1,1,1,1,1,1,1,1,1,1
776,0.0312612430157735,7.8787143576845e-5,LA,2024-02-23,1,1,1,1,1,1,1,1,1,1
777,0.00340634169064533,6.866871628166e-5,LA,2024-02-24,1,1,1,1,1,1,1,1,1,1
778,1.33235307745581,0.246298769904999,LA,2024-02-25,1,1,0,1,0,1,1,0,1,0
779,2.62010675169902,0.132183722675829,LA,2024-02-26,1,0,0,1,1,1,0,0,1,1
780,1.20758813254188,0.082287807180312,LA,2024-02-27,1,1,0,1,0,1,1,0,1,0
781,0.00877581500940372,3.965730663752095e-5,LA,2024-02-28,1,1,1,1,1,1,1,1,1,1
782,0.00142757608502721,3.457969124791605e-5,LA,2024-02-29,1,1,1,1,1,1,1,1,1,1
783,0.00172726720536285,3.015567263396195e-5,LA,2024-03-01,1,1,1,1,1,1,1,1,1,1
784,7.0825243680868e-4,2.630088640088775e-5,LA,2024-03-02,1,1,1,1,1,1,1,1,1,1
785,2.3556555343606e-4,2.29418561129837e-5,LA,2024-03-03,1,1,1,1,1,1,1,1,1,1
786,0.00269296568275697,2.0014593318894e-5,LA,2024-03-04,1,1,1,1,1,1,1,1,1,1
787,1.31279864242512,0.0992118938838835,LA,2024-03-05,1,1,0,1,0,1,1,0,1,0
788,0.00488820637834382,1.523968347761145e-5,LA,2024-03-06,1,1,1,1,1,1,1,1,1,1
789,4.1962569810498e-4,1.3301266781814e-5,LA,2024-03-07,1,1,1,1,1,1,1,1,1,1
790,1.37602979537127e-5,1.16113394503107e-5,LA,2024-03-08,1,1,1,1,1,1,1,1,1,1
791,1.4555517451414e-4,1.01378714274155e-5,LA,2024-03-09,1,1,1,1,1,1,1,1,1,1
792,2.3477359378341e-4,8.8529741587009e-6,LA,2024-03-10,1,1,1,1,1,1,1,1,1,1
793,2.6937239724524e-4,7.7323648573979e-6,LA,2024-03-11,1,1,1,1,1,1,1,1,1,1
794,5.4458305079285e-4,6.7548998783359e-6,LA,2024-03-12,1,1,1,1,1,1,1,1,1,1
795,3.78019284450193e-5,5.90216834756835e-6,LA,2024-03-13,1,1,1,1,1,1,1,1,1,1
796,2.76733438887232,0.166124870638227,LA,2024-03-14,1,1,0,0,1,1,1,0,0,1
797,6.42052958514791e-6,4.50884867673513e-6,LA,2024-03-15,1,1,1,1,1,1,1,1,1,1
798,7.40349296056361e-5,3.942140977170425e-6,LA,2024-03-16,1,1,1,1,1,1,1,1,1,1
799,0.00132855464988518,0.001070581881448355,MA,2024-02-04,1,1,1,1,1,1,1,1,1,1
800,0.031063512193227,9.341337825297e-4,MA,2024-02-05,1,1,1,1,1,1,1,1,1,1
801,0.101636072598491,8.1489876848421e-4,MA,2024-02-06,1,1,1,1,1,1,1,1,1,1
802,0.00686700004187164,7.1074478946562e-4,MA,2024-02-07,1,1,1,1,1,1,1,1,1,1
803,0.0125523892242602,6.19795860686765e-4,MA,2024-02-08,1,1,1,1,1,1,1,1,1,1
804,0.0154167937940256,5.4040287724547e-4,MA,2024-02-09,1,1,1,1,1,1,1,1,1,1
805,5.3173015859169e-4,4.7111745224877e-4,MA,2024-02-10,1,1,1,1,1,1,1,1,1,1
806,0.0120869481379377,4.1066852420464e-4,MA,2024-02-11,1,1,1,1,1,1,1,1,1,1
807,0.0170677827390477,3.5794148884715e-4,MA,2024-02-12,1,1,1,1,1,1,1,1,1,1
808,0.00942316239358881,3.1195962237025e-4,MA,2024-02-13,1,1,1,1,1,1,1,1,1,1
809,0.0116626651866537,2.7186757658364e-4,MA,2024-02-14,1,1,1,1,1,1,1,1,1,1
810,0.00330177511961105,2.3691674106456e-4,MA,2024-02-15,1,1,1,1,1,1,1,1,1,1
811,0.00260682212863844,2.0645228240542e-4,MA,2024-02-16,1,1,1,1,1,1,1,1,1,1
812,NA,NA,MA,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,MA,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,NA,NA,MA,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,0.00126482452915607,1.19038496892075e-4,MA,2024-02-20,1,1,1,1,1,1,1,1,1,1
816,0.00127186567040968,1.0373471095147e-4,MA,2024-02-21,1,1,1,1,1,1,1,1,1,1
817,0.0017434429553287,9.040210577978e-5,MA,2024-02-22,1,1,1,1,1,1,1,1,1,1
818,0.00222400249030642,7.8787143576845e-5,MA,2024-02-23,1,1,1,1,1,1,1,1,1,1
819,NA,NA,MA,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,6.64256108958913e-5,5.985404397736e-5,MA,2024-02-25,1,1,1,1,1,1,1,1,1,1
821,7.21531758091348e-5,5.2175081908845e-5,MA,2024-02-26,1,1,1,1,1,1,1,1,1,1
822,6.60013468329647e-5,4.54853751229003e-5,MA,2024-02-27,1,1,1,1,1,1,1,1,1,1
823,4.77721340483659e-5,3.965730663752095e-5,MA,2024-02-28,1,1,1,1,1,1,1,1,1,1
824,NA,NA,MA,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,2.974415110452e-4,3.015567263396195e-5,MA,2024-03-01,1,1,1,1,1,1,1,1,1,1
826,NA,NA,MA,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,NA,NA,MA,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,2.38294984861486e-5,2.0014593318894e-5,MA,2024-03-04,1,1,1,1,1,1,1,1,1,1
829,NA,NA,MA,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,1.38562034370676,0.33084295076815,MA,2024-03-06,1,1,0,1,0,1,1,0,1,0
