...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
476,0.166181294016999,0.115634630491296,HI,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,NA,NA,HI,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,0.204739147962621,0.1422281682679465,HI,2023-05-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
481,NA,NA,HI,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,0.918604215174595,0.435764135228941,HI,2023-06-02,0,1,1,1,1,1,1,0,0,1,1,1,1,1
490,NA,NA,HI,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,0.457819410726985,0.3260071710408845,HI,2023-06-13,1,1,1,1,1,1,1,1,0,1,1,1,1,0
501,NA,NA,HI,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.860327038238899,0.3958051506463095,IA,2023-05-07,1,1,1,1,0,1,1,1,0,1,1,0,1,1
506,0.880398837733773,0.2328717112506695,IA,2023-05-08,0,1,1,1,1,1,1,0,1,1,1,1,1,0
507,0.785525396249149,0.2827226223866035,IA,2023-05-09,1,1,1,1,0,1,1,1,1,1,1,0,1,0
508,0.897457026597151,0.405993836786123,IA,2023-05-10,0,1,1,1,1,1,1,0,1,1,1,1,1,0
509,0.298063364094516,0.069874460004544,IA,2023-05-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0
510,0.105384648972208,0.074052730903406,IA,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511,0.828744194668116,0.59173134457987,IA,2023-05-13,1,1,1,0,1,1,1,1,1,1,0,1,1,0
512,0.821126773728179,0.58364046938252,IA,2023-05-14,1,1,1,0,1,1,1,1,1,1,1,1,1,1
513,0.654817996463239,0.087899018725531,IA,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
514,0.382576185057004,0.0929691367547435,IA,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0
515,1.96915358684804,0.451841141348409,IA,2023-05-17,1,1,0,1,0,1,1,1,1,0,1,0,1,0
516,0.896495254764097,0.3052023993099485,IA,2023-05-18,0,1,1,1,1,1,1,0,0,1,0,1,1,0
517,NA,NA,IA,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,1.06237020864062,0.261494059837709,IA,2023-05-20,0,1,1,1,1,1,1,0,0,1,1,1,1,1
519,0.66679061598136,0.223807909024363,IA,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
520,0.978074879642958,0.69061171001764,IA,2023-05-22,0,1,1,1,1,1,1,0,1,1,1,1,1,0
521,NA,NA,IA,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,0.554667169903305,0.1422281682679465,IA,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
523,0.522635830190253,0.3257423421542335,IA,2023-05-25,1,1,1,1,1,1,1,1,0,1,0,1,1,0
524,NA,NA,IA,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,NA,NA,IA,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,1.46038104414412,0.483777019823723,IA,2023-05-28,1,1,1,0,1,1,0,1,0,1,0,1,1,0
527,NA,NA,IA,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,0.585066613555145,0.4141780369034465,IA,2023-05-30,1,1,1,1,1,1,1,1,0,1,1,1,1,0
529,0.577293685694023,0.4032563629581055,IA,2023-05-31,1,1,1,1,1,1,1,1,0,1,0,1,1,1
530,0.292494366328029,0.2069365126326255,IA,2023-06-01,1,1,1,1,1,1,1,1,0,1,1,1,1,0
531,0.917331615087102,0.435764135228941,IA,2023-06-02,0,1,1,1,1,1,1,0,0,1,0,1,1,0
532,0.323224166375874,0.2252802303131165,IA,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,1,1,0
533,NA,NA,IA,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,0.577343187597275,0.346193583216021,IA,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,1,0
535,0.923170003815286,0.65184544369747,IA,2023-06-06,1,1,1,1,1,0,1,1,1,1,1,1,0,0
536,NA,NA,IA,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,0.3854177433105,0.2741324241098395,IA,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
538,NA,NA,IA,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,NA,NA,IA,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,NA,NA,IA,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,NA,NA,IA,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,0.91889608829606,0.420075514320483,IA,2023-06-13,0,1,1,1,1,1,1,0,0,1,1,1,1,1
543,NA,NA,IA,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,0.918031670966387,0.648500689887555,IA,2023-06-15,1,1,1,1,1,0,1,1,0,1,1,1,0,1
545,NA,NA,IA,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,NA,NA,IA,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,NA,NA,ID,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,0.613756099405596,0.433176258002109,ID,2023-06-14,1,1,1,0,1,1,1,1,1,1,1,1,1,1
586,NA,NA,ID,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.19285891363421,0.055186786872907,IL,2023-05-07,1,1,1,1,1,1,0,1,0,1,1,1,1,0
590,2.5382754489013,0.112199773719816,IL,2023-05-08,0,0,1,0,1,1,0,0,0,1,0,1,1,0
591,2.37853308775074,0.2214307194339235,IL,2023-05-09,1,0,1,0,1,0,1,1,0,1,0,0,0,0
592,2.93439796870901,0.2071222924330465,IL,2023-05-10,1,1,1,0,1,0,0,0,0,1,0,1,1,0
593,0.97277008139976,0.2213810049072415,IL,2023-05-11,1,1,1,1,1,1,1,1,0,1,0,1,1,0
594,1.61421985912763,0.3241499835395245,IL,2023-05-12,0,1,1,0,1,0,1,0,0,1,0,1,0,1
595,0.513572928748726,0.2067672421723515,IL,2023-05-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0
596,0.558144227411703,0.2105779050641755,IL,2023-05-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
597,0.990213135822289,0.2734872922900715,IL,2023-05-15,0,1,1,1,1,1,1,0,0,1,1,0,1,0
598,1.54785354090107,0.4292695814977885,IL,2023-05-16,1,0,1,1,0,1,0,1,1,1,0,0,1,0
599,0.89077929361458,0.3184392523877295,IL,2023-05-17,1,1,1,1,1,1,1,1,0,1,0,0,1,0
600,0.707798770770542,0.271175282607591,IL,2023-05-18,1,1,1,1,1,1,1,1,0,1,1,1,1,0
601,2.95853311066158,0.4161552074704165,IL,2023-05-19,0,1,1,0,0,1,0,0,1,1,0,0,1,0
602,0.707981489443489,0.3115262044354305,IL,2023-05-20,1,1,1,1,1,1,1,1,0,1,1,0,1,1
603,0.621175747534492,0.2202800377073265,IL,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,2.65403242096876,0.16599784549212,IL,2023-05-22,1,1,1,0,1,1,0,1,1,1,0,0,1,0
605,2.26929307051586,0.3009719948710955,IL,2023-05-23,0,0,1,1,1,0,1,0,0,1,0,0,0,0
606,2.64788417985246,0.353721772288919,IL,2023-05-24,0,0,1,0,1,0,1,0,0,1,0,1,0,1
607,1.41605574818246,0.149493881308141,IL,2023-05-25,1,1,1,1,1,1,0,1,0,1,1,0,1,0
608,0.817579321922701,0.241668852553465,IL,2023-05-26,1,1,1,1,1,1,1,1,0,1,1,1,1,0
609,0.633261714852283,0.164753336148359,IL,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0
610,0.519819265854932,0.328258422337222,IL,2023-05-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1
611,0.863431855183504,0.60581096047533,IL,2023-05-29,1,1,1,1,0,1,1,1,1,1,1,0,1,0
612,1.49681324647277,0.315570427567461,IL,2023-05-30,0,0,1,1,1,1,1,0,0,1,0,1,1,0
613,1.1239158948264,0.3319613840801225,IL,2023-05-31,0,1,1,1,1,1,1,0,0,1,1,1,1,0
614,0.894777230044207,0.3854915561508665,IL,2023-06-01,0,1,1,1,1,1,1,0,0,1,0,1,1,0
615,1.71615595033731,0.4249650093794215,IL,2023-06-02,0,1,1,1,1,1,1,0,0,1,0,0,1,1
616,0.698714178543131,0.372404282947758,IL,2023-06-03,1,1,1,1,1,1,1,1,1,1,1,0,1,0
617,0.340163588140319,0.234731185054564,IL,2023-06-04,1,1,1,1,1,1,1,1,0,1,1,1,1,0
618,1.74260436721827,0.3342128946457125,IL,2023-06-05,1,0,1,1,1,0,0,1,0,1,1,1,0,0
619,0.966070301483087,0.385736091881202,IL,2023-06-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
620,2.08392803350027,0.2640669831018375,IL,2023-06-07,1,0,1,1,1,1,0,1,0,1,0,1,1,0
621,1.26002149739659,0.351834845964635,IL,2023-06-08,0,1,1,0,1,1,1,0,0,1,0,1,1,0
622,1.00781509521663,0.3617596177023205,IL,2023-06-09,1,1,1,1,1,1,1,1,0,1,1,0,1,0
623,1.52440125164829,0.505982058875225,IL,2023-06-10,0,0,0,1,1,1,1,0,1,0,0,0,1,1
624,0.632065142600317,0.3700530739858865,IL,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1
625,0.650665917815312,0.374802196147756,IL,2023-06-12,1,1,1,1,1,1,1,1,0,1,0,0,1,0
626,1.06689310695976,0.4519496878637735,IL,2023-06-13,1,1,0,1,1,1,1,1,0,0,1,1,1,0
627,0.374050450259398,0.26690744749371,IL,2023-06-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0
628,1.38999132403776,0.2881649431190995,IL,2023-06-15,1,0,1,0,1,1,1,1,0,1,0,0,1,1
629,2.39964762296796,0.471978543535051,IL,2023-06-16,0,0,0,1,1,1,1,0,0,0,0,1,1,0
630,1.17296969462633,0.368510370732811,IL,2023-06-17,1,1,1,1,1,1,0,1,0,1,1,1,1,0
631,0.26142213903713,0.0551867868729065,IN,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,1.19281365425281,0.2972202336713875,IN,2023-05-08,1,0,1,1,1,1,1,1,0,1,0,1,1,0
633,0.850328697002048,0.393014756539799,IN,2023-05-09,1,1,1,1,0,1,1,1,0,1,1,0,1,1
634,0.529090767558723,0.0659050840355565,IN,2023-05-10,1,1,1,1,1,1,1,1,0,1,1,1,1,0
635,0.0961222006812182,0.069874460004544,IN,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636,0.105297802116979,0.074052730903406,IN,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,0.119606602803383,0.0784458747031775,IN,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
638,0.1176546486759,0.0830595454167325,IN,2023-05-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
639,NA,NA,IN,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,1.02079064876456,0.72224459112042,IN,2023-05-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0
641,0.137328749342729,0.0982742525647005,IN,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,0,1,0
642,0.153140830762304,0.1038181749806335,IN,2023-05-18,1,1,1,1,1,1,1,1,0,1,1,1,1,0
643,0.153121993437426,0.1096041144295815,IN,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,1.34138398772629,0.3538860073994385,IN,2023-05-20,1,1,0,1,1,1,1,1,0,0,1,1,1,1
645,0.63809139432301,0.2202800377073265,IN,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
646,0.979046345365736,0.69061171001764,IN,2023-05-22,0,1,1,1,1,1,1,0,1,1,1,1,1,0
647,NA,NA,IN,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,NA,IN,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,IN,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,0.642778576007844,0.4587475358867135,IN,2023-05-26,1,0,1,1,1,1,1,1,0,1,0,1,1,1
651,NA,NA,IN,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,0.871501051148933,0.250499123593972,IN,2023-05-28,1,1,1,1,1,1,1,1,1,1,0,1,1,0
653,NA,NA,IN,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,0.940106639589395,0.662827842529905,IN,2023-05-30,0,1,1,1,1,1,1,0,1,1,0,1,1,1
655,0.732966926395549,0.343731155815262,IN,2023-05-31,1,1,1,1,1,1,1,1,0,1,0,1,1,1
656,0.286338648245645,0.2069365126326255,IN,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
657,0.79662504889508,0.402436112873199,IN,2023-06-02,1,1,1,1,0,1,1,1,0,1,1,0,1,1
658,0.645393329592646,0.455055282107925,IN,2023-06-03,1,1,1,0,1,1,1,1,1,1,0,1,1,0
659,NA,NA,IN,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,1.39406407434179,0.2443538284268545,IN,2023-06-05,1,1,1,1,1,1,0,1,0,1,0,1,1,0
661,0.490429846117556,0.3405311517044515,IN,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
662,NA,NA,IN,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,0.391090945869384,0.2741324241098395,IN,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
664,NA,NA,IN,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,0.869772970817499,0.434121755893092,IN,2023-06-10,1,1,1,1,0,1,1,1,1,1,1,0,1,0
666,NA,NA,IN,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,NA,NA,IN,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,0.459013445379416,0.3260071710408845,IN,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
669,NA,NA,IN,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,NA,NA,IN,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,0.926362757613275,0.4585382166378775,IN,2023-06-16,1,1,1,1,0,1,1,1,0,1,0,0,1,0
672,NA,NA,IN,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,0.606552122300425,0.34551506555093,KS,2023-05-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1
675,0.0861024551707382,0.062138354080212,KS,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,0.0962304587290203,0.0659050840355565,KS,2023-05-10,1,1,1,1,1,1,1,1,1,1,0,1,1,0
677,NA,NA,KS,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,0.790264490143694,0.57134036731015,KS,2023-05-16,1,0,1,1,1,1,1,1,0,1,1,0,1,1
683,NA,NA,KS,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,0.732296979294472,0.51533338606134,KS,2023-05-23,1,1,1,0,1,1,1,1,1,1,1,1,1,1
690,NA,NA,KS,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,0.203452623744108,0.149493881308141,KS,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,NA,NA,KS,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,0.57928161741559,0.4141780369034465,KS,2023-05-30,1,1,1,1,1,1,1,1,0,1,1,0,1,1
697,NA,NA,KS,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,0.481617315722715,0.336592489649375,KS,2023-06-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
712,0.799491964898791,0.55979343487124,KS,2023-06-15,1,1,1,1,0,1,1,1,1,1,1,0,1,0
