"","es_score","brier_score","location","target_date","X24B_50_CI","X24C_50_CI","X24D_50_CI","X24E_50_CI","X24G_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24C_95_CI","X24D_95_CI","X24E_95_CI","X24G_95_CI","other_95_CI","X24A_95_CI"
"464",NA,NA,"HI",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,"HI",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,"HI",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",NA,NA,"HI",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,"HI",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,"HI",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,"HI",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,"HI",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,"HI",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,"HI",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,"HI",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,"HI",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,"HI",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,"HI",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,"HI",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,"HI",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,"HI",2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,"HI",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,"HI",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,"HI",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,"HI",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,"HI",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,"HI",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,"HI",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,"HI",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,"HI",2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,"HI",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,"HI",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,"HI",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,"HI",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,"HI",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,"HI",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,"HI",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,"HI",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",NA,NA,"HI",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,"HI",2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,"HI",2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",NA,NA,"HI",2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,"HI",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,"HI",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,"HI",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",0.448627051035232,0.635321855257964,"IA",2024-06-30,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"506",0.582004904296665,0.697878532295991,"IA",2024-07-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"507",0.581193886628551,0.771689331510787,"IA",2024-07-02,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"508",0.531575626231678,0.749783915862664,"IA",2024-07-03,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"509",0.964346183905015,0.887052026709808,"IA",2024-07-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"510",1.19846211875274,0.818849165816887,"IA",2024-07-05,1,1,1,1,0,1,1,0,0,1,0,0,1,0
"511",0.599629023233626,0.714745588662115,"IA",2024-07-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"512",0.747352657204934,0.793174238263155,"IA",2024-07-07,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"513",1.79820239467878,0.8051441528005,"IA",2024-07-08,1,1,1,0,0,1,1,0,0,1,0,0,1,1
"514",1.61040030407523,0.719518026614925,"IA",2024-07-09,1,0,1,1,1,1,1,0,0,1,0,0,1,1
"515",1.27013716605963,0.834143953381395,"IA",2024-07-10,1,1,1,0,1,1,1,1,0,1,0,1,1,0
"516",1.09089464561237,0.823453900223853,"IA",2024-07-11,1,0,1,1,1,1,1,1,0,1,1,0,1,0
"517",1.68564754909125,0.798649437455693,"IA",2024-07-12,1,0,1,1,1,1,0,1,0,1,1,0,1,0
"518",0.641934828118408,0.903226218378607,"IA",2024-07-13,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"519",2.95519044342478,0.731926635053305,"IA",2024-07-14,1,0,1,1,0,1,1,0,1,1,1,1,1,0
"520",1.47304718803143,0.797569260797406,"IA",2024-07-15,0,1,1,1,1,1,1,0,0,1,0,0,1,1
"521",1.36635684288903,0.775992895507955,"IA",2024-07-16,1,1,1,1,1,1,0,1,0,0,0,0,1,0
"522",1.09986118131729,0.678006098234834,"IA",2024-07-17,1,0,1,1,1,1,1,1,0,1,0,1,1,0
"523",0.965373226201247,0.754117430376136,"IA",2024-07-18,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"524",1.7389177332976,0.675011593989796,"IA",2024-07-19,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"525",0.787677344491465,0.788168357406572,"IA",2024-07-20,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"526",1.73977594877662,0.767459469919983,"IA",2024-07-21,1,0,1,1,1,1,1,1,0,0,0,0,1,0
"527",2.99321166711359,0.748110900940529,"IA",2024-07-22,1,0,1,1,0,1,1,1,0,1,0,0,1,1
"528",1.8380329837171,0.798374246394857,"IA",2024-07-23,1,1,1,0,0,1,1,0,0,1,1,0,1,0
"529",1.31122233539265,0.844587797496178,"IA",2024-07-24,0,1,1,1,1,1,1,0,0,1,1,0,1,0
"530",4.00659890417303,0.837779524893721,"IA",2024-07-25,0,1,1,0,0,1,0,0,1,1,0,0,1,0
"531",1.19728310411782,0.810493893281256,"IA",2024-07-26,1,1,1,0,1,1,1,0,0,1,0,1,1,0
"532",2.01517661374258,0.823432754254841,"IA",2024-07-27,1,0,1,0,1,1,0,1,0,1,0,1,1,0
"533",2.98413295273394,0.891170277702555,"IA",2024-07-28,0,1,1,0,1,0,0,0,0,1,0,1,0,1
"534",3.2297674520141,0.711748124703936,"IA",2024-07-29,0,0,1,1,1,1,0,0,0,1,0,1,1,1
"535",2.71500564851787,0.749284588403407,"IA",2024-07-30,1,1,1,0,0,1,1,0,0,1,0,1,1,0
"536",2.61845823039978,0.862617620114975,"IA",2024-07-31,0,1,1,1,1,1,0,0,1,1,0,1,1,0
"537",2.48200261348193,0.861048322378351,"IA",2024-08-01,1,1,1,0,0,1,0,1,0,1,0,0,1,1
"538",2.23437879501758,0.941529944575304,"IA",2024-08-02,1,1,1,1,1,1,0,1,0,1,0,1,1,0
"539",0.728607027560886,1.03211640177929,"IA",2024-08-03,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"540",4.08627104826325,0.79997985563353,"IA",2024-08-04,0,0,1,0,1,1,0,0,0,1,0,0,1,0
"541",3.19849377270591,0.766213272894846,"IA",2024-08-05,1,0,1,0,0,1,1,0,0,1,0,0,1,0
"542",1.16927376798267,0.778291456999959,"IA",2024-08-06,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"543",1.35883663344379,0.87685957105054,"IA",2024-08-07,1,1,1,0,1,1,1,1,0,1,0,0,1,0
"544",1.21354443737267,0.781517586282196,"IA",2024-08-08,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"545",0.749816706609119,0.692267269468957,"IA",2024-08-09,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"546",2.07222839192946,0.818738095038182,"IA",2024-08-10,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"547",NA,NA,"ID",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,"ID",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"ID",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"ID",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,"ID",2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",NA,NA,"ID",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",1.41550405929219,0.734074815793347,"IL",2024-06-30,1,0,1,1,1,1,1,0,0,1,0,0,1,0
"590",3.32509131770652,0.835916630837437,"IL",2024-07-01,1,0,1,0,1,1,1,1,0,1,0,1,0,0
"591",0.708178213335115,0.779276647369875,"IL",2024-07-02,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"592",0.547702155916612,0.720662308687244,"IL",2024-07-03,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"593",1.6318607501649,0.86286591609902,"IL",2024-07-04,1,1,1,1,0,1,0,1,1,1,0,0,1,0
"594",1.59197641851965,0.785736192254287,"IL",2024-07-05,0,1,1,1,1,1,1,0,0,1,0,0,1,0
"595",1.04556476104642,0.775695788979746,"IL",2024-07-06,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"596",3.03687927634819,0.785723853820815,"IL",2024-07-07,0,0,1,1,1,1,0,0,0,1,1,0,1,0
"597",2.26718414352504,0.751828406875526,"IL",2024-07-08,1,0,1,0,1,1,1,0,0,1,0,0,1,1
"598",3.27097004543038,0.804951275561838,"IL",2024-07-09,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"599",1.71937325085099,0.787150228896425,"IL",2024-07-10,1,1,1,1,1,1,0,0,1,1,0,0,1,0
"600",2.50731041309924,0.822267351390769,"IL",2024-07-11,1,0,1,1,1,0,1,1,1,1,0,0,0,0
"601",1.69855002039678,0.833989348154004,"IL",2024-07-12,1,1,1,1,0,0,1,0,0,0,0,0,1,0
"602",2.07883638820083,0.781965145761687,"IL",2024-07-13,1,0,1,1,1,1,1,1,0,1,0,0,1,0
"603",2.34859693137156,0.789328761087082,"IL",2024-07-14,0,1,1,1,1,1,1,0,0,1,0,0,1,0
"604",4.60961661845436,0.823454277405296,"IL",2024-07-15,0,0,1,0,0,1,1,0,0,1,1,0,1,0
"605",1.33290471308853,0.787883909492465,"IL",2024-07-16,0,1,1,1,1,1,1,0,1,1,0,0,1,0
"606",3.32815192745035,0.841455415866181,"IL",2024-07-17,1,0,1,0,0,1,1,0,0,1,0,0,1,0
"607",0.697752335497998,0.775686083465348,"IL",2024-07-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"608",2.07712061624316,0.804064311985137,"IL",2024-07-19,1,1,1,1,0,1,0,0,0,0,0,0,1,0
"609",1.21743754112516,0.820891932302677,"IL",2024-07-20,1,1,1,1,1,1,0,0,0,1,1,0,1,0
"610",1.64127247891952,0.814207863977228,"IL",2024-07-21,1,1,1,1,0,1,1,0,0,1,0,0,1,1
"611",2.20116516090179,0.826012580292993,"IL",2024-07-22,1,0,1,1,0,0,1,0,0,1,0,0,0,1
"612",2.5716730566743,0.806878104729593,"IL",2024-07-23,1,1,1,0,1,1,0,1,0,1,1,1,1,0
"613",1.26567673556773,0.797083360394779,"IL",2024-07-24,1,1,1,1,1,1,1,0,0,0,0,0,1,0
"614",1.48897087742066,0.792393696786969,"IL",2024-07-25,0,1,1,1,0,1,1,0,0,1,0,0,1,0
"615",1.85182187020013,0.823306999058391,"IL",2024-07-26,1,0,1,1,1,1,1,0,0,1,0,0,1,1
"616",3.87167755229984,0.854265272580113,"IL",2024-07-27,1,0,1,1,0,1,1,1,0,1,0,0,1,0
"617",1.19139990053095,0.799006246315935,"IL",2024-07-28,0,1,1,1,1,1,1,0,1,1,1,0,1,0
"618",3.36576428459286,0.851630960937403,"IL",2024-07-29,0,0,1,1,1,0,0,0,0,1,0,1,0,0
"619",1.88241207545526,0.801821477485305,"IL",2024-07-30,0,1,1,1,1,1,1,0,0,1,0,0,1,0
"620",2.72424571457577,0.823131925235897,"IL",2024-07-31,1,0,1,1,1,1,1,0,0,1,0,1,1,0
"621",1.43085279353826,0.771459860905592,"IL",2024-08-01,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"622",3.46014375227653,0.899848056586274,"IL",2024-08-02,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"623",1.47456493861663,0.818144376797355,"IL",2024-08-03,0,0,1,1,1,1,1,0,0,1,1,0,1,0
"624",0.913808109428381,0.855714707662814,"IL",2024-08-04,1,1,1,1,1,1,0,1,0,1,0,1,1,0
"625",2.25342987709081,0.791626039779276,"IL",2024-08-05,1,1,1,1,0,1,0,0,0,1,0,0,1,0
"626",4.38075595994657,0.826613610598918,"IL",2024-08-06,1,0,1,1,0,1,0,1,0,1,0,1,1,0
"627",1.43324184674209,0.751684893806711,"IL",2024-08-07,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"628",3.84309100993134,0.872876970313693,"IL",2024-08-08,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"629",2.4269381841537,0.839521905594007,"IL",2024-08-09,1,0,1,1,1,1,0,0,0,1,0,0,1,0
"630",1.41581903762736,0.805158539934381,"IL",2024-08-10,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"631",NA,NA,"IN",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",0.656840370330036,0.93691452736352,"IN",2024-07-01,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"633",NA,NA,"IN",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",NA,NA,"IN",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",NA,NA,"IN",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",NA,NA,"IN",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",NA,NA,"IN",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,NA,"IN",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",0.778386254422265,0.828601299229318,"IN",2024-07-08,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"640",NA,NA,"IN",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",NA,NA,"IN",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",NA,NA,"IN",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",NA,NA,"IN",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,"IN",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",NA,NA,"IN",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",0.486585603758344,0.682612185216552,"IN",2024-07-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"647",NA,NA,"IN",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",NA,NA,"IN",2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",NA,NA,"IN",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",NA,NA,"IN",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",NA,NA,"IN",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",NA,NA,"IN",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",0.632200881021816,0.897409871345211,"IN",2024-07-22,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"654",NA,NA,"IN",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",1.37824144548586,0.920283545903154,"IN",2024-07-24,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"656",1.39338105059093,0.931646952249938,"IN",2024-07-25,1,1,1,1,1,1,0,0,1,1,0,1,1,0
"657",0.693600375025688,0.768198616855484,"IN",2024-07-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"658",NA,NA,"IN",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",NA,NA,"IN",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",0.489099594614232,0.681881778451217,"IN",2024-07-29,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"661",0.897337952605208,0.925876996272364,"IN",2024-07-30,1,1,1,1,1,1,0,0,0,1,1,0,1,0
"662",0.709134141200849,0.998926723608673,"IN",2024-07-31,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"663",0.784901993774109,0.823554064932804,"IN",2024-08-01,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"664",0.699702573636907,0.787428384805974,"IN",2024-08-02,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"665",NA,NA,"IN",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",NA,NA,"IN",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",0.773572312229617,0.815599856051196,"IN",2024-08-05,1,1,1,1,1,1,0,1,0,1,0,1,1,1
"668",0.784616753000292,0.81361338591806,"IN",2024-08-06,1,1,1,1,1,1,0,1,0,1,0,1,1,1
"669",1.55736995234516,1.07611043903365,"IN",2024-08-07,1,1,1,1,1,1,0,0,1,1,0,1,1,0
"670",NA,NA,"IN",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",0.675800586562537,0.750634232036581,"IN",2024-08-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"672",NA,NA,"IN",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,"KS",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",NA,NA,"KS",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",NA,NA,"KS",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",NA,NA,"KS",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",NA,NA,"KS",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",NA,NA,"KS",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",0.796971366982828,0.8369395928337,"KS",2024-07-08,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"682",NA,NA,"KS",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",NA,NA,"KS",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",NA,NA,"KS",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",NA,NA,"KS",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",NA,NA,"KS",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",NA,NA,"KS",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",NA,NA,"KS",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",NA,NA,"KS",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",NA,NA,"KS",2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",NA,NA,"KS",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",NA,NA,"KS",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",NA,NA,"KS",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
