...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI,X24A_95_CI
517,0.264210915340154,0.1786488704650755,IA,2024-05-10,1,1,1,1,1,1,0,1,1,1,1,0
518,0.477140156021065,0.344025163286424,IA,2024-05-11,1,1,1,1,1,1,0,1,1,1,1,0
519,NA,NA,IA,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,0.305664824105518,0.212761227181156,IA,2024-05-13,1,1,1,1,1,1,1,1,1,0,1,0
521,0.413815788051516,0.308120780744387,IA,2024-05-14,1,1,1,1,1,1,0,1,0,1,1,1
522,0.409723138853177,0.2972289681194175,IA,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1
523,NA,NA,IA,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,0.390449317181931,0.2772089824746755,IA,2024-05-17,1,1,1,1,1,1,1,1,1,1,1,1
525,0.952901991137551,0.27440792828589,IA,2024-05-18,1,1,1,1,1,0,0,1,1,0,1,0
526,0.418007757457113,0.287150487367647,IA,2024-05-19,1,1,1,1,1,1,0,1,1,1,1,0
527,1.64184006290672,0.2999437839744585,IA,2024-05-20,0,1,1,1,1,0,0,1,0,1,1,0
528,NA,NA,IA,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,0.868813075798838,0.4395638747046765,IA,2024-05-22,1,0,1,1,1,1,0,0,1,1,1,1
530,0.492775715287339,0.3382496146234815,IA,2024-05-23,1,1,1,1,1,1,1,0,1,1,1,0
531,0.778335570428026,0.545343847229645,IA,2024-05-24,1,0,1,1,1,1,0,0,1,1,1,1
532,0.522106094455807,0.36336108810677,IA,2024-05-25,1,1,1,1,1,1,1,1,1,1,1,1
533,NA,NA,IA,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,0.758248010299419,0.53480633992056,IA,2024-05-27,1,0,1,1,1,1,1,0,0,1,1,1
535,NA,NA,IA,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,NA,NA,IA,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,3.29270179582031,0.526303412723985,IA,2024-05-30,0,0,1,1,1,1,0,0,0,0,1,0
538,0.305982753478657,0.2083545767771775,IA,2024-05-31,1,1,1,1,1,1,0,1,1,0,1,1
539,NA,NA,IA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,0.662717304339748,0.455244693146938,IA,2024-06-02,1,1,1,1,1,0,1,1,1,1,1,1
541,1.0708747943147,0.468714783262496,IA,2024-06-03,0,1,1,1,1,1,0,0,1,1,1,0
542,NA,NA,IA,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,0.52260095611433,0.4051406874012595,IA,2024-06-05,1,1,1,1,1,1,1,1,1,1,1,1
544,0.716363233096045,0.493999931010855,IA,2024-06-06,1,1,1,1,1,0,0,1,1,1,1,0
545,NA,NA,IA,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,NA,NA,IA,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,NA,NA,ID,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.64290618645572,0.46771625941065,IL,2024-04-28,0,0,1,1,1,0,0,1,1,1,1,0
590,1.10289010711569,0.30003573274231,IL,2024-04-29,1,1,1,0,1,1,0,0,0,1,1,0
591,0.932357761507539,0.3578721873916445,IL,2024-04-30,1,1,1,1,0,1,1,1,1,1,1,1
592,2.22750776469505,0.443759915095782,IL,2024-05-01,1,1,0,0,1,0,0,1,0,0,0,1
593,0.752776585074853,0.2632052061069575,IL,2024-05-02,1,0,1,1,1,1,0,0,1,1,1,0
594,1.67659372310218,0.3973036852012145,IL,2024-05-03,1,0,1,1,1,1,0,0,1,1,1,0
595,0.970956549976187,0.35978485996231,IL,2024-05-04,1,0,1,1,1,1,0,0,1,1,1,0
596,0.447790428500762,0.203454519958849,IL,2024-05-05,1,1,1,1,1,1,0,1,1,1,1,0
597,1.20904443708447,0.4079882119870025,IL,2024-05-06,1,1,1,0,1,0,0,1,1,0,1,0
598,0.699974544435073,0.314736214500033,IL,2024-05-07,1,1,1,1,1,1,0,0,1,1,1,0
599,0.744331624110392,0.2995919253539765,IL,2024-05-08,1,1,1,1,1,1,1,0,0,1,1,1
600,0.869395279016437,0.2992003119013795,IL,2024-05-09,1,1,0,1,1,1,1,1,0,1,1,0
601,1.28058877926666,0.3591776822616525,IL,2024-05-10,1,1,1,0,1,1,1,0,1,0,1,0
602,1.09112664058707,0.2868414941215315,IL,2024-05-11,1,1,1,1,1,1,0,1,1,0,1,0
603,1.31030060375158,0.303563621001438,IL,2024-05-12,0,0,1,1,1,1,0,0,1,1,1,1
604,0.765957893597043,0.301723646896421,IL,2024-05-13,1,1,1,1,1,1,0,0,1,1,1,0
605,0.81282753275831,0.4105296726806505,IL,2024-05-14,1,1,1,0,1,1,0,0,1,0,1,0
606,3.14452066360059,0.4564271719533105,IL,2024-05-15,1,0,1,1,1,0,0,0,1,0,1,0
607,0.392559832937277,0.2869181307030765,IL,2024-05-16,1,1,1,1,1,1,0,0,1,1,1,1
608,1.32920826459412,0.62171399319487,IL,2024-05-17,1,0,1,1,0,1,0,0,1,1,0,1
609,0.59563658426367,0.2723115544202005,IL,2024-05-18,1,1,1,1,1,1,0,1,1,0,1,0
610,0.730847376872799,0.3466637163910845,IL,2024-05-19,1,1,1,1,1,1,1,0,0,1,1,0
611,0.72393682242214,0.341633391974713,IL,2024-05-20,1,1,1,1,1,1,0,0,0,1,1,0
612,1.27536482091619,0.348209093803892,IL,2024-05-21,1,1,1,1,1,0,0,0,1,1,1,0
613,2.28999176329215,0.447165117685567,IL,2024-05-22,0,1,1,0,0,1,0,1,0,0,0,1
614,0.657066542673585,0.373304164945243,IL,2024-05-23,1,1,1,1,1,1,0,0,1,1,1,0
615,0.95262502437268,0.333193941155728,IL,2024-05-24,1,1,1,1,1,1,0,0,0,1,1,0
616,1.08059208646833,0.3970764585078805,IL,2024-05-25,1,1,1,0,1,1,1,1,0,1,1,0
617,0.720974037998365,0.3377708291807505,IL,2024-05-26,1,1,1,1,1,1,0,1,0,1,1,1
618,2.19405347982351,0.474923975738911,IL,2024-05-27,0,1,1,0,1,1,0,1,1,0,1,1
619,0.758324215188953,0.3816723689074785,IL,2024-05-28,1,1,0,1,1,1,0,1,0,0,1,0
620,1.0209817359413,0.3444937302203125,IL,2024-05-29,1,1,1,1,1,0,1,1,1,0,1,0
621,0.842043592958759,0.3747302453957965,IL,2024-05-30,1,1,1,1,1,1,1,0,0,1,1,1
622,0.767152716230407,0.3887216003543355,IL,2024-05-31,1,1,1,1,1,1,0,0,1,0,1,0
623,0.74147120644207,0.403747508043164,IL,2024-06-01,1,1,1,1,1,1,0,0,1,1,1,1
624,1.39439012678037,0.455244693146938,IL,2024-06-02,1,1,1,1,1,0,1,1,1,0,1,0
625,1.65039888388933,0.460003971797648,IL,2024-06-03,1,1,1,1,0,0,0,0,1,0,0,0
626,1.36523531456375,0.414226498697211,IL,2024-06-04,1,0,1,1,1,1,1,0,1,0,1,1
627,2.70835381220605,0.486476631589454,IL,2024-06-05,0,0,1,1,1,0,0,0,0,1,1,0
628,NA,NA,IL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,1.3691940624392,0.447433722365576,IL,2024-06-07,0,1,1,1,1,1,0,0,0,0,1,0
630,1.64588759338887,0.478123596539912,IL,2024-06-08,0,1,1,1,1,0,0,0,0,0,1,0
631,NA,NA,IN,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,NA,NA,IN,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,NA,NA,IN,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,NA,NA,IN,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,IN,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,NA,IN,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,NA,IN,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,NA,NA,IN,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,IN,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,IN,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,IN,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,NA,NA,IN,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,NA,IN,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,IN,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.806261833509156,0.56289511419047,IN,2024-05-20,1,0,1,1,1,1,0,0,1,1,1,1
654,NA,NA,IN,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,NA,NA,IN,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,NA,NA,IN,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,IN,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,IN,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,NA,NA,IN,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,NA,NA,IN,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,NA,NA,IN,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,NA,NA,IN,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,NA,NA,IN,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,0.316319084843505,0.2103436543359815,IN,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1
669,NA,NA,IN,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,NA,NA,IN,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,NA,NA,IN,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.120933842245046,0.089127810561811,KS,2024-04-30,1,1,1,1,1,1,1,1,1,1,1,1
676,NA,NA,KS,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,0.205984702427844,0.1475928763547885,KS,2024-05-07,1,1,1,1,1,1,1,0,1,1,1,0
683,0.226344442117657,0.15757155372855,KS,2024-05-08,1,1,1,1,1,1,1,0,1,1,1,0
684,NA,NA,KS,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,0.44937357177193,0.2999437839744585,KS,2024-05-20,1,1,1,1,1,1,1,1,0,1,1,0
696,0.459292172731412,0.3127497266076405,KS,2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1
697,NA,NA,KS,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,KY,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,NA,NA,KY,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,NA,NA,KY,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,NA,NA,KY,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,KY,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,NA,NA,KY,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,NA,NA,KY,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,NA,NA,KY,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,NA,NA,KY,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,NA,NA,KY,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,KY,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,NA,NA,KY,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,NA,NA,KY,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,KY,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,NA,NA,KY,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,NA,KY,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,KY,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,KY,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,NA,NA,KY,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,NA,KY,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,KY,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.106309657792799,0.0761187631299405,LA,2024-04-28,1,1,1,1,1,1,1,1,1,1,1,1
758,0.353549265471712,0.082424143912313,LA,2024-04-29,1,1,1,1,1,1,0,1,1,1,1,0
759,0.125027240972231,0.089127810561811,LA,2024-04-30,1,1,1,1,1,1,1,1,1,1,1,1
760,0.691922652900278,0.487906462154662,LA,2024-05-01,1,1,1,1,1,1,0,1,1,1,1,0
761,0.145209864551028,0.103760112094526,LA,2024-05-02,1,1,1,1,1,1,1,0,1,1,1,0
762,0.796241053995942,0.111698417271235,LA,2024-05-03,1,1,1,1,1,0,0,1,1,1,1,0
763,NA,NA,LA,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,0.945042541934291,0.66579208229916,LA,2024-05-05,1,0,1,1,1,1,1,0,1,1,1,0
765,NA,NA,LA,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,NA,NA,LA,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,0.232991019584387,0.15757155372855,LA,2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1
768,0.89202248752779,0.6332743456852,LA,2024-05-09,1,0,1,1,1,1,1,0,1,1,1,0
769,0.252067685734692,0.1786488704650755,LA,2024-05-10,1,1,1,1,1,1,1,1,0,1,1,0
770,NA,NA,LA,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,NA,NA,LA,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,0.849019505777587,0.60524185983476,LA,2024-05-13,1,1,1,0,1,1,1,1,1,1,1,1
773,0.815780651786893,0.2246958642099325,LA,2024-05-14,1,1,1,1,1,0,0,0,1,1,1,0
774,0.411664415668151,0.2972289681194175,LA,2024-05-15,1,1,1,1,1,1,0,1,1,0,1,1
775,0.940239731225937,0.667670409451865,LA,2024-05-16,1,1,1,1,0,1,0,1,1,1,0,1
