"","es_score","brier_score","location","target_date","X24B_50_CI","X24C_50_CI","X24D_50_CI","X24G_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24C_95_CI","X24D_95_CI","X24G_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"456",0.516542535963738,0.743443466403127,"GA",2024-05-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"457",0.781021047544435,0.729011841537228,"GA",2024-05-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"458",NA,NA,"GA",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",0.573249869388726,0.820010487568324,"GA",2024-05-22,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"460",NA,NA,"GA",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",0.971777971834772,0.944892787001597,"GA",2024-05-24,1,0,1,1,1,1,1,0,0,1,1,1,1,0
"462",0.611638512718396,0.889607715126422,"GA",2024-05-25,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"463",NA,NA,"HI",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,"HI",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,"HI",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,"HI",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",NA,NA,"HI",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,"HI",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,"HI",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,"HI",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,"HI",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,"HI",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,"HI",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,"HI",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,"HI",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,"HI",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,"HI",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,"HI",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,"HI",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,"HI",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,"HI",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,"HI",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,"HI",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,"HI",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,"HI",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,"HI",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,"HI",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,"HI",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,"HI",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,"HI",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,"HI",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,"HI",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,"HI",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,"HI",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,"HI",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,"HI",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,"HI",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",NA,NA,"HI",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,"HI",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,"HI",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",NA,NA,"HI",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,"HI",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,"HI",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,"HI",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",NA,NA,"IA",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",0.0418123269963205,0.0709748955062381,"IA",2024-04-15,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"507",0.631923777081061,0.688658579114732,"IA",2024-04-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"508",0.918670174340215,1.26975162792893,"IA",2024-04-17,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"509",0.0545809359714954,0.0938073716297362,"IA",2024-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"510",0.58028601416254,0.655611961723314,"IA",2024-04-19,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"511",0.066835874300852,0.112477842849905,"IA",2024-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"512",NA,NA,"IA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",NA,NA,"IA",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",0.0933000102511446,0.146455642751021,"IA",2024-04-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"515",0.104163023025584,0.159521301833015,"IA",2024-04-24,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"516",0.107664870362798,0.1735102246415,"IA",2024-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"517",0.359825260126606,0.18844858324521,"IA",2024-04-26,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"518",NA,NA,"IA",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",0.137113067645273,0.221252346527521,"IA",2024-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"520",1.09255919380141,0.239141723826105,"IA",2024-04-29,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"521",0.470567534839338,0.258026919152923,"IA",2024-04-30,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"522",0.290164775561165,0.456154724559904,"IA",2024-05-01,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"523",0.187105092794847,0.298748662009517,"IA",2024-05-02,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"524",0.564248036154173,0.320544819536868,"IA",2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"525",0.291684485875205,0.530837778813744,"IA",2024-05-04,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"526",NA,NA,"IA",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",NA,NA,"IA",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",0.486068637780324,0.631881738816471,"IA",2024-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"529",0.287178436548636,0.442205033030679,"IA",2024-05-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"530",0.456293414947264,0.505674243976575,"IA",2024-05-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"531",0.32110550475744,0.495556857105147,"IA",2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"532",0.425187550009289,0.532866290469574,"IA",2024-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"533",NA,NA,"IA",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",0.381986055106438,0.578384507197284,"IA",2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"535",0.382236908314891,0.473318405802555,"IA",2024-05-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"536",0.372692154727518,0.456508997442042,"IA",2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"537",NA,NA,"IA",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",0.362932596253419,0.427573944224832,"IA",2024-05-17,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"539",1.13625991258166,0.716714564684977,"IA",2024-05-18,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"540",0.512639348949788,0.743443466403127,"IA",2024-05-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"541",1.86531806325446,0.76962576869071,"IA",2024-05-20,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"542",NA,NA,"IA",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",0.948650618520442,0.930838407676464,"IA",2024-05-22,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"544",0.593163453000024,0.844065506690225,"IA",2024-05-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"545",0.774678470839761,1.02250495603874,"IA",2024-05-24,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"546",0.632001080828877,0.889607715126422,"IA",2024-05-25,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"547",NA,NA,"ID",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,"ID",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"ID",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"ID",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,"ID",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",NA,NA,"ID",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",0.929497643740686,0.461088149529949,"IL",2024-04-14,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"590",1.55601699215168,0.579702417323262,"IL",2024-04-15,1,0,1,1,0,1,0,1,1,1,1,1,1,1
"591",2.84349566986409,1.18180081313584,"IL",2024-04-16,0,1,1,1,0,0,0,1,1,1,1,0,0,0
"592",1.04692287574619,0.341751520668302,"IL",2024-04-17,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"593",0.917483529160026,0.389118424233396,"IL",2024-04-18,1,1,1,1,0,1,1,0,1,1,1,0,1,0
"594",0.455302446767363,0.260725248310733,"IL",2024-04-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"595",0.416244962820247,0.112477842849905,"IL",2024-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"596",0.237201603301167,0.122969096429483,"IL",2024-04-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"597",0.499938894538251,0.623232582811612,"IL",2024-04-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"598",1.14013151753793,0.546208998159527,"IL",2024-04-23,0,1,1,1,1,1,1,0,1,1,0,1,1,0
"599",1.49288380656358,0.865078953646913,"IL",2024-04-24,1,0,1,0,1,1,0,0,1,1,0,1,1,0
"600",0.110273981247492,0.1735102246415,"IL",2024-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"601",0.491546139620264,0.451913008581901,"IL",2024-04-26,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"602",0.978333746569394,0.204357522109747,"IL",2024-04-27,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"603",1.43459616075648,0.858202973365455,"IL",2024-04-28,1,0,1,1,1,1,0,0,0,1,1,1,1,0
"604",0.934830914530186,0.583327521147178,"IL",2024-04-29,1,1,1,0,1,1,1,0,1,0,0,1,1,0
"605",0.835017819666682,0.694257500636451,"IL",2024-04-30,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"606",1.87601706627762,0.827579923265701,"IL",2024-05-01,1,1,0,0,1,1,0,0,1,0,0,1,1,0
"607",0.851470907365067,0.5486894334787,"IL",2024-05-02,1,0,1,1,1,1,1,0,0,0,1,1,1,0
"608",1.66270862187329,0.809863451088515,"IL",2024-05-03,0,0,1,1,1,1,1,0,0,1,1,1,1,0
"609",0.83319430030634,0.681086099948074,"IL",2024-05-04,1,0,1,1,1,1,1,0,1,1,1,1,1,0
"610",0.572889903074362,0.447271702530691,"IL",2024-05-05,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"611",1.03165319082364,0.75583628585454,"IL",2024-05-06,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"612",0.706747796114048,0.624286772129379,"IL",2024-05-07,1,1,1,1,1,1,1,0,0,0,1,1,1,0
"613",0.890588133215138,0.629798723058376,"IL",2024-05-08,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"614",0.906911766125494,0.619929728389019,"IL",2024-05-09,1,1,1,1,1,1,1,0,1,0,0,1,1,0
"615",1.27268027983776,0.730302144913771,"IL",2024-05-10,1,1,1,0,1,1,1,0,1,1,0,1,1,0
"616",1.36496909728899,0.632865676675005,"IL",2024-05-11,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"617",1.50806179478687,0.702606384121094,"IL",2024-05-12,0,0,1,1,1,1,0,0,0,1,1,1,1,1
"618",1.04012111920958,0.616729666217679,"IL",2024-05-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"619",0.828683360327465,0.905641095124059,"IL",2024-05-14,1,1,1,0,1,1,1,0,1,1,0,1,1,0
"620",2.98001340776278,0.860780467593412,"IL",2024-05-15,1,0,1,1,1,1,1,0,0,1,1,1,1,0
"621",0.364987321265557,0.441257797374916,"IL",2024-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"622",1.24546666769009,1.19482413583374,"IL",2024-05-17,1,0,1,1,0,1,1,0,0,1,1,0,1,1
"623",0.817667136233307,0.616295705050126,"IL",2024-05-18,1,1,1,1,1,1,0,0,1,1,0,1,1,0
"624",0.951188597483107,0.758558988835198,"IL",2024-05-19,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"625",0.841480743876897,0.655885527063244,"IL",2024-05-20,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"626",1.61760762917753,0.765132326607852,"IL",2024-05-21,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"627",2.47765015560411,0.994473769132012,"IL",2024-05-22,0,1,1,0,1,0,0,0,1,1,0,1,0,0
"628",0.820050586760169,0.751295871701161,"IL",2024-05-23,1,0,1,1,1,1,1,1,0,0,0,1,1,0
"629",1.03738579493257,0.590702527039952,"IL",2024-05-24,1,0,1,1,1,1,1,0,1,1,0,1,1,1
"630",1.24654008818038,0.849421854235097,"IL",2024-05-25,1,1,1,0,1,1,1,0,1,1,0,1,1,0
"631",NA,NA,"IN",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",NA,NA,"IN",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",NA,NA,"IN",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",NA,NA,"IN",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",NA,NA,"IN",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",NA,NA,"IN",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",NA,NA,"IN",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,NA,"IN",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",NA,NA,"IN",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",NA,NA,"IN",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",NA,NA,"IN",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",NA,NA,"IN",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",0.121843916955134,0.18844858324521,"IN",2024-04-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"644",NA,NA,"IN",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",NA,NA,"IN",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,NA,"IN",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",NA,NA,"IN",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",NA,NA,"IN",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",NA,NA,"IN",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",NA,NA,"IN",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",NA,NA,"IN",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",NA,NA,"IN",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",NA,NA,"IN",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",NA,NA,"IN",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",NA,NA,"IN",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",NA,NA,"IN",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",NA,NA,"IN",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",NA,NA,"IN",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",NA,NA,"IN",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",NA,NA,"IN",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",NA,NA,"IN",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",NA,NA,"IN",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",NA,NA,"IN",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",NA,NA,"IN",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",NA,NA,"IN",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",NA,NA,"IN",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",0.784205900309559,1.06213102658665,"IN",2024-05-20,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"668",NA,NA,"IN",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",NA,NA,"IN",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",NA,NA,"IN",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",NA,NA,"IN",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",NA,NA,"IN",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,"KS",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",NA,NA,"KS",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",NA,NA,"KS",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",NA,NA,"KS",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",NA,NA,"KS",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",NA,NA,"KS",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",NA,NA,"KS",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",NA,NA,"KS",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",NA,NA,"KS",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
