...1,es_score,brier_score,location,target_date,X22D_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22D_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
438,0.626037292823889,0.1800080638776355,GA,2023-05-10,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
439,0.757066599547939,0.193771043006475,GA,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
440,1.64671851199848,0.523278953565095,GA,2023-05-12,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0
441,NA,NA,GA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,NA,GA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,0.802916709351885,0.567288558167555,GA,2023-05-15,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
444,1.08412078504103,0.448574720971748,GA,2023-05-16,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
445,1.01368850758751,0.319715739583143,GA,2023-05-17,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
446,2.34557522233642,0.227617593938692,GA,2023-05-18,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
447,1.58213064555847,0.18712686978,GA,2023-05-19,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
448,NA,NA,GA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,1.26130837929264,0.413603054124918,GA,2023-05-21,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
450,0.620378226393573,0.274117490318452,GA,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
451,1.00098351009477,0.324129078946664,GA,2023-05-23,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
452,0.641616074312005,0.1708213624048475,GA,2023-05-24,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
453,NA,NA,GA,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,1.81125504668263,0.548977817719645,GA,2023-05-26,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
455,1.70034007270444,0.200017807661477,GA,2023-05-27,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
456,0.986361744736678,0.3401672188017405,GA,2023-05-28,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
457,0.910797827178923,0.648670660857255,GA,2023-05-29,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
458,0.773243222973609,0.4159129416247395,GA,2023-05-30,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
459,0.946774552469423,0.466076622642811,GA,2023-05-31,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
460,0.875229627247501,0.3570154074767335,GA,2023-06-01,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
461,1.13218280953679,0.373280382789651,GA,2023-06-02,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
462,1.0772555416632,0.316917258489291,GA,2023-06-03,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
463,NA,NA,HI,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,0.521532284568474,0.2030540920077295,HI,2023-04-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
466,0.911883602232703,0.2920799084021105,HI,2023-04-26,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
467,1.31094177546084,0.0311047472639009,HI,2023-04-27,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
468,0.487498536884647,0.201934854965516,HI,2023-04-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
469,1.23782102859814,0.394492819985672,HI,2023-04-29,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1
470,0.330599624752238,0.03806992915574285,HI,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
471,NA,NA,HI,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1.5639155203747,0.53966060895323,HI,2023-05-02,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
473,0.21045664326052,0.0465745070930207,HI,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
474,1.10313179096838,0.777753516249705,HI,2023-05-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
475,NA,NA,HI,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,0.907804276537677,0.63396710640695,HI,2023-05-07,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
478,1.06016531006399,0.75392674090032,HI,2023-05-08,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
479,0.520335493640881,0.2516778172745475,HI,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480,0.512048179158578,0.252105914386454,HI,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481,NA,NA,HI,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,0.136546519536421,0.0952265476164145,HI,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485,NA,NA,HI,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,1.00392091943609,0.71059027707043,HI,2023-05-16,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
487,0.774861667974566,0.551662011582395,HI,2023-05-17,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
488,NA,NA,HI,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,0.193892370354773,0.1365639723536775,HI,2023-05-20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
491,NA,NA,HI,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,0.236831754902242,0.1708213624048475,HI,2023-05-24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
495,NA,NA,HI,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,0.930633059648192,0.45125692775689,HI,2023-06-02,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
504,NA,NA,HI,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.922223764010929,0.292731933329563,IA,2023-04-23,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
506,1.22197438588076,0.26292252827081253,IA,2023-04-24,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
507,1.56836168118295,0.3789102107726685,IA,2023-04-25,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
508,0.637179007038749,0.1322296469487405,IA,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
509,0.0438276661663518,0.0311047472639009,IA,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
510,2.59245621850046,0.422421046038259,IA,2023-04-28,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0
511,0.737784021440734,0.367838459401513,IA,2023-04-29,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
512,0.172991730652753,0.03806992915574285,IA,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,1.06122621278237,0.255164747724883,IA,2023-05-01,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
514,0.874005581496468,0.229409167354677,IA,2023-05-02,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
515,1.12042096643913,0.151798688019078,IA,2023-05-03,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
516,0.520813252101576,0.171692526126991,IA,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
517,0.891863762915668,0.232992708884265,IA,2023-05-05,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
518,0.0759630389097726,0.0568780135980415,IA,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
519,1.03365500003099,0.730682183912925,IA,2023-05-07,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
520,0.911877371101794,0.237142575383107,IA,2023-05-08,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
521,0.791045156587592,0.2851670474883395,IA,2023-05-09,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
522,0.904643841648996,0.408248302154829,IA,2023-05-10,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
523,0.332563143949743,0.0787919597638255,IA,2023-05-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
524,0.112066270649873,0.0839771536904445,IA,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
525,0.818755180006329,0.583501136146725,IA,2023-05-13,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
526,0.813066421096769,0.575332530259405,IA,2023-05-14,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
527,0.738377062411004,0.1013080244946145,IA,2023-05-15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
528,0.437199936089623,0.107704497430403,IA,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
529,1.94179115063152,0.451841484774779,IA,2023-05-17,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1
530,0.928668545090809,0.313756263699913,IA,2023-05-18,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
531,NA,NA,IA,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,1.1431622820289,0.2744238560048495,IA,2023-05-20,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
533,0.781052784634827,0.239183391719703,IA,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
534,0.959656232906953,0.67816219576434,IA,2023-05-22,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
535,NA,NA,IA,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,0.639431095412624,0.1708213624048475,IA,2023-05-24,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
537,0.566567802365802,0.339393289568711,IA,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
538,NA,NA,IA,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,NA,NA,IA,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,1.45159752756414,0.484058478038714,IA,2023-05-28,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
541,NA,NA,IA,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,0.516876007481046,0.3553674059852645,IA,2023-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
543,0.498933003213741,0.344948171686444,IA,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
544,0.373811448249153,0.2547134181757025,IA,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
545,0.932434360556361,0.45125692775689,IA,2023-06-02,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
546,0.402335117585609,0.2783715362414955,IA,2023-06-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
547,0.0327213096711751,0.0238048753578882,ID,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,NA,NA,ID,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,0.0357475004170978,0.02719797324279005,ID,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,NA,NA,ID,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,0.220128227444394,0.04979581728953985,ID,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
559,NA,NA,ID,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.93943321344788,0.214800192651156,IL,2023-04-23,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
590,3.17114108869603,0.0786502900967935,IL,2023-04-24,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
591,1.98542223948518,0.220968019583554,IL,2023-04-25,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0
592,1.20013955604513,0.190643010288673,IL,2023-04-26,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
593,4.68574884933286,0.3018924005954655,IL,2023-04-27,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
594,1.04910783688464,0.1865263511057335,IL,2023-04-28,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
595,1.23036513079022,0.2398743874377895,IL,2023-04-29,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
596,1.87294739632748,0.1069178689689155,IL,2023-04-30,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1
597,1.7890479533743,0.1831055032843435,IL,2023-05-01,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
598,2.56328916677015,0.230885114819285,IL,2023-05-02,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
599,2.76488233988574,0.1253508695161265,IL,2023-05-03,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
600,1.18274954320375,0.1788533840967575,IL,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
601,4.32944782809787,0.1052374986045685,IL,2023-05-05,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0
602,1.47931932918794,0.2238546867173195,IL,2023-05-06,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0
603,1.26539193993917,0.0607593355271805,IL,2023-05-07,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
604,2.74115677756883,0.117884691032981,IL,2023-05-08,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0
605,2.28480803093062,0.220293322539247,IL,2023-05-09,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
606,3.25067245818464,0.2090068296000865,IL,2023-05-10,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
607,1.1249358344013,0.22416405293354,IL,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
608,1.56550365922177,0.323738732459999,IL,2023-05-12,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
609,0.577700728706892,0.2129645669340405,IL,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,0.53505140183246,0.2100821351125365,IL,2023-05-14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
611,1.06537902756837,0.2746135026173845,IL,2023-05-15,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
612,1.38475223531488,0.416991511238876,IL,2023-05-16,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0
613,0.842790552707053,0.316771591131023,IL,2023-05-17,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
614,0.691419432991966,0.2696870514040525,IL,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
615,2.75798501198933,0.41170930440435,IL,2023-05-19,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
616,0.746522677018688,0.313769601233542,IL,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
617,0.669519444924453,0.224473965641125,IL,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
618,3.02268717248596,0.182828250202969,IL,2023-05-22,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
619,2.49206178465345,0.312284108164957,IL,2023-05-23,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0
620,2.81945416005515,0.365279999266957,IL,2023-05-24,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
621,1.57722618996653,0.1802277761920335,IL,2023-05-25,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
622,0.999773917323142,0.265805899772207,IL,2023-05-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
623,0.732481474783269,0.200017807661477,IL,2023-05-27,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
624,0.58014497650563,0.347221520077713,IL,2023-05-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
625,0.827911420841475,0.59528357548205,IL,2023-05-29,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
626,1.74831948876295,0.3416132979090845,IL,2023-05-30,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0
627,1.40486310255307,0.347591908654515,IL,2023-05-31,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
628,0.971609314906434,0.3908054456263135,IL,2023-06-01,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0
629,1.70041878773688,0.4261400776173105,IL,2023-06-02,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0
630,0.880054274700691,0.3835622918265025,IL,2023-06-03,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
631,NA,NA,IN,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.640133214253174,0.2110131510798075,IN,2023-04-24,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
633,0.861842406635546,0.286832856400794,IN,2023-04-25,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
634,0.471099159176462,0.167907300255026,IN,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
635,0.602573665327639,0.0311047472639009,IN,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
636,0.0459056550048594,0.0332706223566502,IN,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,NA,NA,IN,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,0.0525775468905183,0.03806992915574285,IN,2023-04-30,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
639,0.544783277271267,0.255164747724883,IN,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
640,0.793786777591066,0.2236418090208305,IN,2023-05-02,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
641,NA,NA,IN,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,0.576549446696875,0.257676862881329,IN,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
643,1.29198840406526,0.4866483495801695,IN,2023-05-05,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
644,0.542509619428288,0.255042774110673,IN,2023-05-06,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
645,0.261946338239766,0.0607593355271805,IN,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
646,1.10997685608097,0.2902725817907215,IN,2023-05-08,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
647,0.831480280805643,0.3931236563229675,IN,2023-05-09,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
648,0.56198300259463,0.073887426020635,IN,2023-05-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
649,0.108192767988432,0.0787919597638255,IN,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
650,0.122422839406173,0.0839771536904445,IN,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651,0.121363225752567,0.0894523771964795,IN,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
652,0.125647076620656,0.0952265476164145,IN,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
653,NA,NA,IN,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,1.00824129944436,0.71059027707043,IN,2023-05-16,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
655,0.157998145229224,0.114422868214374,IN,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
656,0.165844004080374,0.1214691282521255,IN,2023-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
657,0.17481256465338,0.128848232603466,IN,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
658,1.38946970202922,0.359753273121,IN,2023-05-20,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1
659,0.668038595732838,0.224473965641125,IN,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
